,EV to EBIT,Acquiror Cash LTM,Target Volatility 30,Target Vol jump 30,Target Volatility 14,Target Vol jump 14,Target Volatility 30 Shift,Target Vol jump 30 Shift,Target Volatility 14 Shift,Target Vol jump 14 Shift,Acquiror Volatility 30,Acquiror Vol jump 30,Acquiror Volatility 14,Acquiror Vol jump 14,Acquiror Volatility 30 Shift,Acquiror Vol jump 30 Shift,Acquiror Volatility 14 Shift,Acquiror Vol jump 14 Shift,cap,cap_diff,Offer EP,Past EP,Offer BP,Past BP,Offer/Current Price Diff,price premium,price jump,rolling_price_premium,price_premium_diff,rolling_mean_long,rolling_mean_medium,rolling_mean_short,Democrat,First Time,Experienced,Frequent,Investor,Investor Group,Shareholders,nation diff,industry diff,fama_ind,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,year,new_Status
476,14.466,38.42,,,,,,,,,,,,,,,,,61.650000000000006,,,,0.7733333333333333,0.9872340425531915,-0.05733333333333335,0.27759574468085113,0.2031276595744681,0.4367895236794741,-0.15919377899862297,0.748,0.74,0.8,-1,-1,1,-1,-1,-1,-1,1,-1,29,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,1992,1
477,253.982,,,,,,,,,,,,,,,,,,25.349999999999998,,,,0.5692307692307692,0.7219512195121952,-0.15284615384615385,0.2692926829268293,0.07417073170731714,0.4369026944111814,-0.16761001148435212,0.748,0.74,0.8,-1,-1,-1,1,-1,-1,-1,1,1,29,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,1992,1
478,21.513,170.46,,,,,,,,,,,,,,,,,435.0110000000001,,0.03267273701124799,0.05879518072289156,0.3642206748794858,0.655421686746988,-0.11522924477771834,0.8005180722891568,0.5913614457831325,0.4401428719634959,0.36037520032566095,0.748,0.74,0.8333333333333334,-1,-1,1,-1,-1,-1,-1,1,-1,27,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1992,-1
479,,,,,,,,,,,,,,,,,,,205.351,1849.3959999999997,-0.3132947976878613,-0.4336,0.7283236994219653,1.008,-0.1102716763005781,0.3850000000000001,0.23099999999999998,0.44090581933191697,-0.05590581933191685,0.744,0.73,0.8,-1,-1,1,-1,-1,-1,-1,1,-1,29,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,1992,1
480,,10.93,,,,,,,,,,,,,,,,,110.7,,-0.09955555555555556,-0.11341772151898735,0.8266666666666668,0.9417721518987342,-0.021222222222222253,0.140240506329114,0.11492405063291133,0.44151916230961435,-0.30127865598050035,0.744,0.74,0.8,-1,1,-1,-1,-1,-1,-1,1,-1,23,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,1992,1
481,11.761,,,,,,,,,,,,,,,,,,59.4925,40.589499999999994,0.05509433962264151,0.073,0.5433962264150943,0.72,-0.24428301886792447,0.32599999999999996,0.0010000000000000009,0.4404671623096143,-0.11446716230961435,0.748,0.74,0.8,-1,1,-1,-1,-1,-1,-1,1,1,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1992,1
482,20.339,,,,,,,,,,,,,,,,,,173.27999999999997,,0.041757894736842105,0.040172151898734174,0.29473684210526313,0.2835443037974683,0.014157894736842036,-0.03697468354430378,-0.024316455696202555,0.4380122332724068,-0.47498691681671057,0.748,0.75,0.8333333333333334,-1,-1,-1,-1,-1,1,-1,1,-1,28,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,1992,-1
483,5.88,49.61,,,,,,,,,,,,,,,,,229.755,-73.99099999999999,0.08862745098039215,0.10761904761904761,0.5843137254901961,0.7095238095238096,-0.10684313725490191,0.2152857142857142,0.08433333333333326,0.4353360427962163,-0.2200503285105021,0.748,0.74,0.8,-1,1,-1,-1,-1,-1,-1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1992,1
484,,,,,,,,,,,,,,,,,,,203.5776,1978.2304,-0.07518115942028986,-0.10215384615384615,0.8016304347826088,1.0892307692307692,-0.08188043478260865,0.35976923076923073,0.24715384615384617,0.43597111971929325,-0.07620188895006252,0.752,0.74,0.8,-1,-1,1,-1,-1,-1,-1,1,1,29,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,1992,1
485,15.639,,,,,,,,,,,,,,,,,,2.8139999999999996,,,,,,-0.625865671641791,2.3848383838383835,0.26362626262626276,0.4445167387413725,1.940321645097011,0.752,0.75,0.8,-1,1,-1,-1,-1,-1,-1,1,-1,27,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1992,1
486,,,,,,,,,,,,,,,,,,,25.498,,,,0.8800690250215703,2.1473684210526316,-0.3518904227782571,1.4409999999999998,0.5799473684210527,0.4497190244556582,0.9912809755443417,0.752,0.76,0.8,-1,1,-1,-1,-1,-1,-1,1,1,29,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,1992,-1
487,,,,,,,,,,,,,,,,,,,10.9575,,-0.5911111111111111,-0.4947916666666667,11.555555555555555,9.672619047619047,0.2787777777777777,-0.1619464285714286,0.07056845238095233,0.4475815244556582,-0.6095279530270867,0.748,0.75,0.7666666666666667,-1,-1,-1,-1,1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1992,1
488,7.103,,,,,,,,,,,,,,,,,,49.199999999999996,,,,,,-0.008268292682926726,0.010354997538158384,0.0010000000000000009,0.4452694707616003,-0.4349144732234419,0.748,0.75,0.7666666666666667,-1,1,-1,-1,-1,-1,-1,1,-1,25,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,1992,-1
489,10.463,,,,,,,,,,,,,,,,,,6.12,,0.018823529411764708,0.060929169840060936,0.7999999999999999,2.5894897182025893,-0.11664705882352944,2.237862147753237,1.857054836252856,0.4542214907811847,1.7836406569720524,0.744,0.74,0.7333333333333333,-1,1,-1,-1,-1,-1,-1,1,-1,22,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,1992,1
490,,,,,,,,,,,,,,,,,,,853.8296,4017.2954,-0.0353901996370236,-0.04763358778625954,0.6034482758620691,0.8122137404580153,-0.11991651542649728,0.34695419847328235,0.1842061068702291,0.4547541170988873,-0.10779991862560495,0.744,0.75,0.7333333333333333,-1,-1,-1,1,-1,-1,-1,1,1,29,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,1992,1
491,25.518,,,,,,,,,,,,,,,,,,84.0,,0.03036428571428571,0.03301747572815534,0.37142857142857144,0.4038834951456311,-0.0793571428571429,0.08837864077669899,0.0010000000000000009,0.4543065946249571,-0.3659279538482581,0.744,0.75,0.7333333333333333,-1,1,-1,-1,-1,-1,-1,1,-1,13,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1992,1
492,,44.0,,,,,,,,,,,,,,,,,210.32999999999998,,0.04390243902439025,0.08181818181818182,0.3902439024390244,0.7272727272727273,-0.06607317073170726,0.8646363636363635,0.7396363636363635,0.46112822868709746,0.4035081349492661,0.744,0.75,0.7333333333333333,-1,-1,1,-1,-1,-1,-1,1,1,25,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,1992,1
493,101.303,,,,,,,,,,,,,,,,,,57.838,,0.04752066115702479,0.05897435897435897,1.1280991735537191,1.4000000000000001,-0.05891735537190079,0.24202564102564106,0.16766666666666674,0.4601664053252741,-0.21814076429963303,0.748,0.75,0.7333333333333333,-1,1,-1,-1,-1,-1,-1,1,-1,29,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,1992,1
494,,5.05,,,,,,,,,,,,,,,,,6.4350000000000005,95.872,-0.26,-0.312,0.6,0.72,-0.249,0.20099999999999996,-0.09899999999999998,0.4600252288546858,-0.2590252288546858,0.752,0.76,0.7666666666666667,-1,1,-1,-1,-1,-1,-1,1,1,30,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1992,1
495,59.508,62.69,,,,,,,,,,,,,,,,,57.907000000000004,853.218,0.012658227848101266,0.021052631578947368,,,-0.2711518987341772,0.6641578947368422,0.21152631578947367,0.4625521461479189,0.20160574858892327,0.752,0.76,0.7666666666666667,-1,-1,1,-1,-1,-1,-1,1,-1,8,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1992,1
496,13.326,,,,,,,,,,,,,,,,,,42.0,,-0.08261904761904762,-0.09914285714285714,0.21904761904761902,0.26285714285714284,-0.04661904761904767,0.20099999999999996,0.1438571428571428,0.4616825809305276,-0.26068258093052765,0.756,0.77,0.7666666666666667,-1,1,-1,-1,-1,-1,-1,1,-1,24,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1992,-1
497,32.449,12.37,,,,,,,,,,,,,,,,,295.8264,829.6456000000001,0.021047479197258932,0.025294117647058825,0.11257953989231521,0.13529411764705881,-0.05063974547234462,0.20276470588235285,0.14070588235294113,0.4615085076785853,-0.25874380179623246,0.752,0.76,0.7666666666666667,-1,-1,1,-1,-1,-1,-1,1,-1,26,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,1992,1
498,,35.69,,,,,,,,,,,,,,,,,32.9625,,,,0.3111111111111111,0.4,-0.19899999999999995,0.2867142857142858,0.02957142857142847,0.45916749385370054,-0.17245320813941473,0.752,0.76,0.7666666666666667,-1,1,-1,-1,-1,-1,-1,1,1,8,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1992,-1
499,,,,,,,,,,,,,,,,,,,47.0625,,-0.3466666666666667,-0.49523809523809526,,,-0.032333333333333325,0.4295714285714286,0.38195238095238093,0.4607857795679863,-0.03121435099655767,0.752,0.76,0.7666666666666667,-1,1,-1,-1,-1,-1,-1,1,-1,19,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1992,1
500,,,,,,,,,,,,,,,,,,,35.7,,,,0.5764705882352942,0.664406779661017,-0.05782352941176472,0.15354237288135597,0.0857457627118644,0.45759594905951173,-0.30405357617815576,0.756,0.76,0.7666666666666667,-1,1,-1,-1,-1,-1,-1,1,1,29,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,1992,1
501,9.733,570.4,,,,,,,,,,,,,,,,,172.35,,0.07111111111111111,0.11228070175438597,0.4355555555555556,0.6877192982456141,-0.06566666666666665,0.5799473684210527,0.4746842105263157,0.459269763224554,0.12067760519649867,0.756,0.76,0.7666666666666667,-1,1,-1,-1,-1,-1,-1,1,1,23,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,1992,1
502,,,,,,,,,,,,,,,,,,,19.580000000000002,,,,0.6207865168539326,1.0045454545454546,-0.2124831460674158,0.6191818181818182,0.2737272727272727,0.4581939190687098,0.16098789911310835,0.756,0.76,0.8,-1,-1,1,-1,-1,-1,-1,1,-1,29,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,1992,1
503,49.353,,,,,,,,,,,,,,,,,,50.3625,,,,0.5367088607594936,0.8926315789473684,-0.12558227848101267,0.6641578947368422,0.4536315789473685,0.4589065506476572,0.205251344089185,0.756,0.76,0.8,-1,-1,1,-1,-1,-1,-1,1,1,29,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,1992,1
504,,,,,,,,,,,,,,,,,,,37.1825,,,,,,-0.17657009345794394,0.16404347826086962,-0.04247826086956519,0.45817872456070063,-0.294135246299831,0.76,0.76,0.8,-1,-1,1,-1,-1,-1,-1,1,-1,29,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,1992,-1
505,48.217,,,,,,,,,,,,,,,,,,108.108,229.892,0.026143856143856142,0.0427265306122449,0.3996003996003996,0.6530612244897959,-0.12487412587412583,0.6352857142857143,0.4295714285714286,0.46019127725390907,0.17509443703180527,0.756,0.75,0.7666666666666667,-1,-1,1,-1,-1,-1,-1,1,1,29,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,1992,-1
506,18.297,,,,,,,,,,,,,,,,,,173.1,,-0.013000000000000001,-0.014444444444444446,0.49000000000000005,0.5444444444444445,-0.124,0.11211111111111116,-0.02677777777777779,0.46045534716651826,-0.3483442360554071,0.756,0.74,0.7333333333333333,-1,1,-1,-1,-1,-1,-1,1,-1,22,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,1992,1
507,146.015,,,,,,,,,,,,,,,,,,537.898,1695.2149999999997,0.021093218416874573,0.093,0.41506010433204804,1.83,-0.7466752097981402,3.4100000000000006,0.11350000000000005,0.4725171536181311,2.9374828463818696,0.76,0.74,0.7333333333333333,-1,-1,1,-1,-1,-1,-1,1,1,29,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,1992,1
508,10.179,,,,,,,,,,,,,,,,,,23.020500000000002,,0.062135922330097085,0.06918918918918919,0.5242718446601942,0.5837837837837838,0.05692233009708725,0.11451351351351369,0.17678378378378368,0.4717947370839499,-0.35728122357043623,0.764,0.75,0.7333333333333333,-1,-1,1,-1,-1,-1,-1,1,1,11,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1992,1
509,,,,,,,,,,,,,,,,,,,131.58,,0.06,0.0765,0.5411764705882354,0.6900000000000001,-0.08233333333333337,0.2759999999999999,0.16974999999999996,0.4738947370839499,-0.19789473708395,0.768,0.75,0.7666666666666667,-1,-1,1,-1,-1,-1,-1,1,1,29,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,1992,1
510,13.968,,,,,,,,,,,,,,,,,,422.25,,0.049600000000000005,0.05202797202797203,0.3893333333333333,0.4083916083916084,0.06766666666666665,0.04995104895104896,0.11988111888111896,0.4718296717145367,-0.42187862276348775,0.768,0.76,0.7666666666666667,-1,-1,1,-1,-1,-1,-1,1,-1,30,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1992,1
511,49.861,,,,,,,,,,,,,,,,,,21.5,358.992,0.294,0.4523076923076923,1.1099999999999999,1.7076923076923076,-0.14900000000000002,0.5394615384615385,0.3086923076923077,0.47104674367483446,0.06841479478670409,0.768,0.77,0.7666666666666667,-1,-1,1,-1,-1,-1,-1,1,-1,29,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,1992,1
512,,,,,,,,,,,,,,,,,,,7.41,,-1.1733333333333333,-1.8773333333333333,,,-0.33233333333333337,0.6010000000000001,0.06766666666666665,0.47139044737853814,0.12960955262146195,0.768,0.77,0.7666666666666667,-1,1,-1,-1,-1,-1,-1,1,-1,29,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,1992,1
513,66.22,,,,,,,,,,,,,,,,,,173.44799999999998,125.98600000000005,0.05387205387205388,0.08888888888888889,0.5420875420875422,0.8944444444444445,-0.2835117845117845,0.6509999999999999,0.18155555555555558,0.47762278780407,0.1733772121959299,0.772,0.77,0.8,-1,1,-1,-1,-1,-1,-1,1,-1,29,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,1992,1
514,9.037,,,,,,,,,,,,,,,,,,9.03,,,,0.7904761904761906,1.5090909090909093,-0.40376190476190477,0.9100909090909092,0.13736363636363647,0.4613962942975765,0.44869461479333267,0.772,0.77,0.8,-1,1,-1,-1,-1,-1,-1,1,-1,11,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1992,1
515,,,,,,,,,,,,,,,,,,,93.45,,-0.134,-0.12465116279069768,0.8,0.7441860465116279,0.0010000000000000009,-0.06876744186046513,-0.06876744186046513,0.4590798911968013,-0.5278473330572664,0.772,0.77,0.8,-1,1,-1,-1,-1,-1,-1,1,-1,22,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,1992,-1
516,60.76,,,,,,,,,,,,,,,,,,65.7919,206.2881,0.08624769918485406,0.14417582417582417,0.7835919011306863,1.30989010989011,-0.3153292137785959,0.6726483516483518,0.1438571428571428,0.4616798179367281,0.21096853371162372,0.768,0.76,0.7666666666666667,-1,-1,1,-1,-1,-1,-1,1,-1,29,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,1992,1
517,21.793,,,,,,,,,,,,,,,,,,23.7888,,-0.14285714285714285,-0.0890566037735849,3.5351089588377724,2.2037735849056603,-0.12127602905569002,-0.3756037735849057,-0.4518301886792453,0.4572123638813495,-0.8328161374662553,0.768,0.76,0.8,-1,-1,1,-1,-1,-1,-1,1,1,25,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,1992,1
518,578.603,,,,,,,,,,,,,,,,,,46.5248,27.6062,0.0011160714285714285,0.005,0.002880184331797235,0.012903225806451613,-0.7577845622119815,3.4809999999999994,0.08164516129032251,0.4691323638813495,3.01186763611865,0.768,0.76,0.8,-1,1,-1,-1,-1,-1,-1,1,1,29,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,1992,1
519,30.265,5.22,,,,,,,,,,,,,,,,,103.45800000000001,2.9909999999999854,0.022443890274314215,0.026086956521739132,0.199501246882793,0.2318840579710145,-0.03890024937655867,0.16331884057971024,0.11694202898550732,0.4653136392436683,-0.30199479866395806,0.772,0.76,0.8333333333333334,-1,1,-1,-1,-1,-1,-1,1,1,22,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,1992,1
520,8.276,20.8,,,,,,,,,,,,,,,,,88.29,751.341,-0.035925925925925924,-0.03695238095238095,0.6074074074074074,0.6247619047619047,-0.04066666666666663,0.02957142857142847,-0.013285714285714234,0.4629328524941859,-0.43336142392275745,0.772,0.76,0.8333333333333334,-1,1,-1,-1,-1,-1,-1,1,1,24,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1992,1
521,9.903,,,,,,,,,,,,,,,,,,576.6191,2664.5849000000003,0.07091249665507092,0.09380530973451327,0.49237356168049234,0.6513274336283186,-0.005556061011506519,0.3238318584070795,0.31515929203539816,0.4618561799278142,-0.13802432152073468,0.772,0.76,0.8333333333333334,-1,-1,1,-1,-1,-1,-1,1,1,29,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,1992,1
522,21.597,,,,,,,,,,,,,,,,,,249.795,,0.055660317460317466,0.06743461538461538,0.6317460317460317,0.7653846153846153,-0.030746031746031743,0.21253846153846145,0.17407692307692313,0.45732302342914044,-0.244784561890679,0.772,0.76,0.8333333333333334,-1,-1,1,-1,-1,-1,-1,1,1,29,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,1992,-1
523,25.816,50.1,,,,,,,,,,,,,,,,,96.76800000000001,486.92499999999995,0.012796296296296295,0.022112,0.34259259259259256,0.5920000000000001,-0.1772407407407408,0.7290000000000002,0.42099999999999993,0.45913612233023937,0.26986387766976083,0.768,0.76,0.8,-1,1,-1,-1,-1,-1,-1,1,1,28,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,1992,-1
524,8.258,,,,,,,,,,,,,,,,,,19.0893,25.011699999999998,0.06501547987616099,0.105,0.30959752321981426,0.5,0.007191950464396357,0.616,0.626,0.4607589130279138,0.15524108697208622,0.768,0.76,0.7666666666666667,-1,1,-1,-1,-1,-1,-1,1,-1,26,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,1992,1
525,11.009,,,,,,,,,,,,,,,,,,1548.12,560.4160000000002,0.0625,0.0945945945945946,0.42857142857142855,0.6486486486486487,-0.3204285714285714,0.5145135135135136,0.028027027027026974,0.4635552227210656,0.05095829079244801,0.768,0.76,0.7666666666666667,-1,1,-1,-1,-1,-1,-1,1,1,20,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1992,1
526,,419.9,,,,,,,,,,,,,,,,,736.295,,-0.11709844559585493,-0.12625698324022347,0.16994818652849739,0.18324022346368712,-0.040450777202072574,0.07921229050279333,0.034519553072625775,0.4589791829941879,-0.37976689249139456,0.768,0.77,0.7666666666666667,-1,1,-1,-1,-1,-1,-1,1,1,8,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1992,1
527,7.199,,,,,,,,,,,,,,,,,,5.83,,,,0.29090909090909095,0.3047619047619048,-0.04445454545454541,0.04861904761904767,0.0010000000000000009,0.46046743696244186,-0.4118483893433942,0.768,0.78,0.8,-1,-1,-1,-1,-1,1,-1,1,-1,8,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1992,1
528,27.007,20.2,,,,,,,,,,,,,,,,,175.76999999999998,2920.035,0.023809523809523808,0.046511627906976744,0.5095238095238095,0.9953488372093022,-0.4632857142857143,0.9544883720930232,0.04751162790697683,0.4554567750661986,0.4990315970268246,0.768,0.78,0.8,-1,-1,1,-1,-1,-1,-1,1,1,24,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1992,1
529,63.373,,,,,,,,,,,,,,,,,,60.69,1159.595,0.12209589718240238,0.44909090909090915,1.0528917449332675,3.872727272727273,-0.6282634700939199,2.679181818181818,0.36463636363636354,0.46460586597528947,2.2145759522065287,0.768,0.78,0.8333333333333334,-1,-1,1,-1,-1,-1,-1,1,-1,29,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,1992,1
530,43.621,,,,,,,,,,,,,,,,,,59.976,,0.11176470588235293,0.23586206896551723,0.6372549019607843,1.3448275862068966,-0.1452418300653595,1.111344827586207,0.8027241379310345,0.46733295957134857,0.6440118680148584,0.768,0.78,0.8333333333333334,-1,-1,1,-1,-1,-1,-1,1,-1,29,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,1992,1
