,EV to EBIT,Acquiror Cash LTM,Target Volatility 30,Target Vol jump 30,Target Volatility 14,Target Vol jump 14,Target Volatility 30 Shift,Target Vol jump 30 Shift,Target Volatility 14 Shift,Target Vol jump 14 Shift,Acquiror Volatility 30,Acquiror Vol jump 30,Acquiror Volatility 14,Acquiror Vol jump 14,Acquiror Volatility 30 Shift,Acquiror Vol jump 30 Shift,Acquiror Volatility 14 Shift,Acquiror Vol jump 14 Shift,cap,cap_diff,Offer EP,Past EP,Offer BP,Past BP,Offer/Current Price Diff,price premium,price jump,rolling_price_premium,price_premium_diff,rolling_mean_long,rolling_mean_medium,rolling_mean_short,Democrat,First Time,Experienced,Frequent,Investor,Investor Group,Shareholders,nation diff,industry diff,fama_ind,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,year,new_Status
3579,,1257.82,,,,,,,,,,,,,,,,,1154.6667,28456.0333,-0.13658322353974528,-0.23596358118361152,0.33816425120772947,0.5842185128983308,-0.26338296003513395,0.7286176024279211,0.27186494688922613,0.3374275708415288,0.39119003158639226,0.876,0.85,0.8666666666666667,1,-1,1,-1,-1,-1,-1,1,1,23,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,1999,1
3580,13.879,,1.134896,1.193150174018741,1.527261,0.516918,1.11581,-0.016817400008458883,1.554914,1.527261,0.548387,0.0785974753454779,0.44286099999999995,0.372067,0.571498,0.042143595672399226,0.516836,0.44286099999999995,59.17,6.869,0.045245901639344256,0.05257142857142857,0.9704918032786886,1.1276190476190477,-0.06457377049180324,0.162904761904762,0.08671428571428563,0.33474185655581445,-0.17183709465105246,0.88,0.85,0.8666666666666667,1,1,-1,-1,-1,-1,-1,1,1,29,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,1999,1
3581,,6236.0,,,,,,,,,,,,,,,,,3002.37,25041.316000000003,-0.07156862745098039,-0.11450980392156863,-0.015406162464985995,-0.024649859943977594,-0.36174509803921573,0.6010000000000001,0.020607843137254833,0.3340523327462907,0.2669476672537094,0.88,0.85,0.8666666666666667,1,-1,1,-1,-1,-1,-1,1,1,21,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1999,1
3582,17.616,,,,,,,,,,,,,,,,,,455.76,,0.037222222222222226,0.039857227840571094,0.25833333333333336,0.2766210588935158,-0.04586111111111102,0.07179119571683523,0.021612730517549195,0.3338515469118741,-0.26206035119503884,0.88,0.85,0.8666666666666667,1,-1,1,-1,-1,-1,-1,1,1,8,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1999,1
3583,55.488,,,,,,,,,,,,,,,,,,47.846000000000004,190.549,0.025049115913555995,0.0408,0.4027504911591355,0.6559999999999999,-0.15788998035363455,0.6298,0.3710000000000001,0.3350015631223937,0.2947984368776063,0.88,0.86,0.8666666666666667,1,-1,1,-1,-1,-1,-1,1,1,29,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,1999,-1
3584,20.864,,,,,,,,,,,,,,,,,,211.42,,0.026363636363636363,0.03267605633802817,0.5181818181818182,0.6422535211267606,-0.010363636363636353,0.24043661971830976,0.22635211267605626,0.3345941258117865,-0.09415750609347673,0.876,0.85,0.8333333333333334,1,1,-1,-1,-1,-1,-1,1,1,8,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1999,1
3585,44.688,0.6,0.838089,0.7066241752871221,1.2174209999999999,0.650262,0.838073,-1.9091051189135122e-05,1.2179520000000001,1.2174209999999999,,,,,,,,,486.4896,326.7744,0.012944983818770227,0.015058823529411765,0.12540453074433658,0.14588235294117646,-0.0837491909385113,0.1642941176470588,0.06570588235294117,0.33254601228405006,-0.16825189463699125,0.876,0.85,0.8333333333333334,1,1,-1,-1,-1,-1,-1,1,1,22,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,1999,1
3586,64.503,1495.0,,,,,,,,,,,,,,,,,3051.8451,191205.4859,0.0076052680393248005,0.008589985334171381,0.053793359302541276,0.06075843285145611,-0.03211074012242621,0.13047831552482714,0.09308045254556896,0.3319240291730924,-0.20144571364826525,0.876,0.85,0.8333333333333334,1,-1,1,-1,-1,-1,-1,1,-1,23,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,1999,1
3587,189.784,,0.657126,0.008767068612175022,0.631224,0.6669510000000001,0.650941,-0.009412197965078195,0.602169,0.631224,0.49209200000000003,0.01854776447795725,0.38504,0.323416,0.492329,0.00048161725856132875,0.37393699999999996,0.38504,130.35,,0.1190909090909091,0.1564179104477612,0.9181818181818181,1.2059701492537314,-0.08136363636363642,0.31443283582089554,0.20625373134328362,0.3314634748020902,-0.017030638981194668,0.876,0.85,0.8333333333333334,1,-1,1,-1,-1,-1,-1,1,-1,22,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,1999,1
3588,10.437,306.4,0.643935,0.05960204964835425,0.841701,0.7200880000000001,0.7639600000000001,0.18639303656424966,1.042049,0.841701,,,,,,,,,4573.1139,18091.6411,0.04894907603329102,0.062102908277404924,0.4612780363944139,0.5852348993288591,-0.06269022429115534,0.26972483221476506,0.18891946308724827,0.32588926782803296,-0.05616443561326789,0.876,0.85,0.8333333333333334,1,-1,1,-1,-1,-1,-1,1,1,12,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1999,1
3589,113.868,703.12,0.601631,0.0009649763497607822,0.8450790000000001,0.868974,0.6168140000000001,0.025236399055234893,0.843369,0.8450790000000001,0.35627800000000004,0.03791251048755484,0.38871,0.383317,0.363638,0.020658025474489028,0.410717,0.38871,99.822,,-0.01121259842519685,-0.015394594594594595,0.7401574803149606,1.0162162162162163,-0.19191338582677164,0.37397297297297294,0.10910810810810811,0.3277949528233732,0.04617802014959976,0.876,0.86,0.8666666666666667,1,-1,1,-1,-1,-1,-1,-1,-1,22,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,1999,1
3590,54.533,,,,,,,,,,,,,,,,,,191.73000000000002,1746.163,0.023809523809523808,0.041237113402061855,0.5095238095238095,0.8824742268041237,-0.12100000000000011,0.732958762886598,0.5216597938144328,0.32964847186620994,0.40331029102038807,0.876,0.86,0.8666666666666667,1,-1,1,-1,-1,-1,-1,1,-1,29,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,1999,1
3591,0.89,1722.27,0.6168140000000001,0.025236399055234893,0.843369,0.8450790000000001,0.620901,0.006625984494515347,0.853726,0.843369,,,,,,,,,262.8234,,0.07474676912329725,0.08454153992019911,0.39469088368843874,0.4464109350926402,-0.012272790778903198,0.13203938687630867,0.11702733773160034,0.3287906513917372,-0.19675126451542851,0.876,0.86,0.8666666666666667,1,1,-1,-1,-1,-1,-1,-1,1,11,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1999,1
3592,12.708,,,,,,,,,,,,,,,,,,569.6628,2311.2132,0.06001304631441618,0.06263829787234043,0.6588388780169602,0.6876595744680851,-0.07046934116112202,0.044744680851063756,-0.029851063829787194,0.3277242508047966,-0.28297956995373286,0.876,0.86,0.8666666666666667,1,-1,-1,1,-1,-1,-1,1,1,29,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,1999,1
3593,46.927,,,,,,,,,,0.312651,0.1900812290171061,0.41142799999999996,0.315512,0.312175,-0.0015224643452285136,0.42501000000000005,0.41142799999999996,97.8245,164.91750000000002,0.03574615765989092,0.05546153846153846,0.3569657907783837,0.5538461538461539,-0.1995453644025782,0.5525384615384618,0.24138461538461542,0.3284092778903871,0.22412918364807466,0.876,0.86,0.8666666666666667,1,-1,1,-1,-1,-1,-1,1,1,29,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,1999,1
3594,27.262,379.46,,,,,,,,,,,,,,,,,2177.7975,,0.02304635761589404,0.02651388169323134,-0.04768211920529802,-0.05485630695151312,-0.01388741721854303,0.15145865967756678,0.13433130161826112,0.3259522889996856,-0.17449362932211882,0.876,0.86,0.8666666666666667,1,-1,1,-1,-1,-1,-1,-1,-1,22,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,1999,1
3595,7.92,176.33,0.640882,0.23497333045569468,0.894983,0.638583,0.6267729999999999,-0.02201497311517575,0.87844,0.894983,,,,,,,,,272.255,2374.093,0.00823529411764706,0.011666666666666667,0.6,0.85,-0.20488235294117652,0.41766666666666674,0.126,0.3274849556663523,0.09018171100031447,0.88,0.87,0.8666666666666667,1,-1,1,-1,-1,-1,-1,1,1,28,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,1999,1
3596,,,,,,,,,,,0.41646700000000003,0.04906168921131515,0.551987,0.553419,0.43417100000000003,0.042509970777996786,0.5763050000000001,0.551987,14.3037,253.10630000000003,-0.3091787439613527,-0.3657142857142857,0.09661835748792272,0.1142857142857143,-0.33474879227053134,0.18385714285714283,-0.2132857142857143,0.32761053835646997,-0.14375339549932714,0.88,0.88,0.8666666666666667,1,1,-1,-1,-1,-1,-1,1,1,8,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1999,1
3597,9.47,,,,,,,,,,,,,,,,,,9.126,,0.06296296296296296,0.10262601871415636,0.611111111111111,0.996076063990341,-0.2465925925925927,0.6309426501660128,0.22738092363416829,0.33018849077531587,0.30075415939069694,0.88,0.88,0.8666666666666667,1,-1,1,-1,-1,-1,-1,-1,-1,23,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,1999,1
3598,26.222,,,,,,,,,,,,,,,,,,8.68,274.23,0.08975,0.08205714285714286,0.825,0.7542857142857142,0.01674999999999993,-0.08471428571428574,-0.07031428571428577,0.32902424419568466,-0.4137385299099704,0.88,0.88,0.8666666666666667,1,1,-1,-1,-1,-1,-1,1,1,29,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,1999,1
3599,,,,,,,,,,,,,,,,,,,126.7125,,-18.387096774193548,-73.52941176470588,37.65161290322581,150.56759545923634,-0.6683548387096774,2.999968008255934,0.3232394220846234,0.33827647205121136,2.6616915362047227,0.88,0.88,0.8666666666666667,1,-1,-1,1,-1,-1,-1,-1,-1,8,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1999,-1
3600,42.132,1495.0,,,,,,,,,,,,,,,,,1365.648,213495.87300000002,0.013203988143357586,0.017779390420899856,0.13473457289140395,0.181422351233672,-0.06933144704931282,0.34751669085631354,0.25281422351233684,0.3377254026097472,0.009791288246566332,0.88,0.87,0.8333333333333334,1,-1,1,-1,-1,-1,-1,1,-1,23,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,1999,1
3601,19.649,89.82,1.133651,0.34940299697778765,1.250808,1.082786,1.10343,-0.026658116122157627,1.2078010000000001,1.250808,0.480599,0.01578206504738633,0.373284,0.372535,0.372077,-0.22580571328696064,0.35962,0.373284,3331.4300000000003,2005.7289999999994,0.029367088607594936,0.03642758447431227,0.2050632911392405,0.25436502951890466,-0.08918987341772155,0.24142205753046098,0.1295485491772389,0.33789482030846807,-0.09647276277800709,0.88,0.88,0.8333333333333334,1,-1,1,-1,-1,-1,-1,1,1,27,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1999,1
3602,10.138,391.61,0.538166,0.6897952775684499,0.7435,0.415013,0.536424,-0.003236919463511345,0.7464850000000001,0.7435,,,,,,,,,711.375,,0.005714285714285714,0.005263157894736842,1.1542857142857141,1.063157894736842,0.20099999999999996,-0.07794736842105265,0.10626315789473695,0.3401691509949975,-0.41811651941605016,0.88,0.88,0.8333333333333334,1,-1,1,-1,-1,-1,-1,-1,1,22,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,1999,1
3603,32.135,,0.859426,0.014483755058100511,1.086223,1.0816290000000002,0.8591719999999999,-0.0002955460970462953,1.068519,1.086223,,,,,,,,,10.207,,0.020231213872832367,0.02333333333333333,0.9364161849710981,1.0799999999999998,-0.1319479768786127,0.15433333333333332,0.0010000000000000009,0.3398140632756992,-0.18548072994236586,0.88,0.88,0.8333333333333334,1,1,-1,-1,-1,-1,-1,1,1,29,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,1999,1
3604,,2649.0,,,,,,,,,,,,,,,,,91.5,54670.356,-0.0768,-0.09480545131345053,0.20800000000000002,0.2567647639739285,-0.03404000000000007,0.235445980643887,0.1921909934821252,0.3394947043411319,-0.10404872369724488,0.88,0.88,0.8666666666666667,1,-1,1,-1,-1,-1,-1,1,-1,22,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,1999,1
3605,,165.0,,,,,,,,,,,,,,,,,1122.1938,2437.1942,-0.12548741580999645,-0.1863157894736842,1.3009571074087203,1.9315789473684213,-0.34097093229351305,0.48573684210526313,-0.02200000000000002,0.33987393947933714,0.145862902625926,0.88,0.89,0.8666666666666667,1,-1,1,-1,-1,-1,-1,1,1,17,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1999,-1
3606,38.158,165.0,0.735466,1.208440807747166,1.0636709999999998,0.45556199999999997,0.753717,0.024815559114901298,1.068849,1.0636709999999998,0.419258,-0.024940578907954203,0.48745200000000005,0.49204799999999993,0.433418,0.0337739530313077,0.491492,0.48745200000000005,1790.91,1768.4779999999998,-0.12828282828282828,-0.17517241379310344,1.101010101010101,1.503448275862069,-0.2919292929292929,0.3665172413793104,-0.03348275862068961,0.3431539868111356,0.023363254568174785,0.876,0.88,0.8333333333333334,1,-1,1,-1,-1,-1,-1,1,1,17,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1999,1
3607,22.647,,0.691242,0.9272797229703733,0.985972,0.481754,0.708202,0.024535546161836175,0.983598,0.985972,0.419258,-0.024940578907954203,0.48745200000000005,0.49204799999999993,0.433418,0.0337739530313077,0.491492,0.48745200000000005,587.574,1004.843,0.03974358974358975,0.056793893129771,0.28205128205128205,0.4030534351145038,-0.08019658119658113,0.43000763358778615,0.3139770992366412,0.3435366840121534,0.08647094957563273,0.876,0.88,0.8666666666666667,1,-1,1,-1,-1,-1,-1,1,1,29,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,1999,1
3608,13.512,81.3,,,,,,,,,,,,,,,,,5284.44,1507.8300000000008,0.05666666666666667,0.06857142857142857,0.3648148148148148,0.4414565826330532,-0.13209259259259254,0.2110840336134453,0.05003081232493012,0.34344368681327386,-0.13235965319982856,0.876,0.89,0.9,1,-1,1,-1,-1,-1,-1,1,1,20,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1999,1
3609,,,,,,,,,,,,,,,,,,,16.38,,-0.24666666666666667,-0.31157894736842107,2.1333333333333333,2.694736842105263,-0.04066666666666663,0.26415789473684204,0.21152631578947367,0.344276538172441,-0.08011864343559899,0.876,0.89,0.9,1,-1,1,-1,-1,-1,-1,1,1,19,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1999,1
3610,,2665.05,,,,,,,,,,,,,,,,,457.6312,25860.9528,-0.0031418312387791743,-0.00411764705882353,0.08527827648114901,0.11176470588235293,-0.050840215439856395,0.3115882352941176,0.24364705882352944,0.34459983756442697,-0.03301160227030936,0.876,0.89,0.9,1,-1,1,-1,-1,-1,-1,1,-1,22,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,1999,1
3611,,820.1,1.159335,0.15806344633592317,1.3532620000000002,1.173309,1.1335549999999999,-0.022236885800911876,1.3644479999999999,1.3532620000000002,,,,,,,,,101.10000000000001,,-0.15866666666666665,-0.21636363636363634,0.24000000000000002,0.32727272727272727,-0.049000000000000044,0.36463636363636354,0.2964545454545454,0.3447691737166469,0.019867189919716643,0.876,0.89,0.9,1,-1,-1,1,-1,-1,-1,-1,-1,8,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1999,1
3612,5.95,258.0,,,,,,,,,0.309028,-0.01007454200074942,0.276908,0.285896,0.301589,-0.024072252352537737,0.26362399999999997,0.276908,299.46,12616.02,0.09047619047619047,0.14476190476190476,0.3190476190476191,0.5104761904761905,-0.022047619047619094,0.6010000000000001,0.5641238095238094,0.34636917371664694,0.25463082628335315,0.88,0.89,0.9,1,-1,1,-1,-1,-1,-1,1,-1,13,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1999,1
3613,59.094,860.86,1.67382,1.0281499683749065,2.172841,0.8806940000000001,1.642111,-0.018944091957319165,2.170943,2.172841,0.246518,0.181111265493467,0.287585,0.203002,0.242258,-0.017280685386056982,0.246829,0.287585,595.8848,2961.7821999999996,0.011704946996466431,0.015474452554744526,0.15680212014134273,0.2072992700729927,-0.005868374558303913,0.32304379562043806,0.313963503649635,0.3461999845580434,-0.02315618893760535,0.88,0.89,0.9,1,-1,1,-1,-1,-1,-1,1,-1,21,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1999,1
3614,22.878,12244.55,1.0537590000000001,0.5024316729139728,1.467454,1.032339,1.0305819999999999,-0.02199459269149795,1.409837,1.467454,,,,,,,,,1357.3,,0.03457142857142857,0.0389530953224093,0.34857142857142853,0.3927502173003251,-0.041857142857142815,0.12774242668126068,0.07945346553777821,0.3460354788549324,-0.21829305217367173,0.88,0.89,0.9333333333333333,1,-1,1,-1,-1,-1,-1,-1,1,20,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1999,1
3615,12.608,,,,,,,,,,,,,,,,,,244.79999999999998,,0.03803921568627451,0.04911392405063291,0.32941176470588235,0.4253164556962025,-0.1019411764705882,0.2921392405063291,0.15922784810126578,0.34624330112308016,-0.05410406061675105,0.88,0.89,0.9333333333333333,1,1,-1,-1,-1,-1,-1,1,-1,14,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1999,1
3616,31.546,2270.91,0.6403449999999999,0.7200767170682043,0.8775059999999999,0.524595,0.637736,-0.00407436616199075,0.825651,0.8775059999999999,,,,,,,,,382.913,,0.02223742730071844,0.025742574257425745,0.20184741703729048,0.23366336633663368,-0.030371878207321346,0.15862376237623754,0.1223069306930692,0.3459368790030843,-0.18731311662684674,0.88,0.89,0.9333333333333333,1,-1,1,-1,-1,-1,-1,-1,1,23,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,1999,1
3617,,320.29,0.77674,-0.008557088955943204,0.703699,0.9495389999999999,0.7802520000000001,0.004521461492906331,0.600769,0.703699,,,,,,,,,37.015,1941.616,-0.32363636363636367,-0.445,0.2727272727272727,0.375,-0.021727272727272706,0.376,0.34475,0.3463257678919732,0.029674232108026777,0.88,0.89,0.9333333333333333,1,-1,1,-1,-1,-1,-1,1,-1,19,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1999,1
3618,,2800.0,,,,,,,,,,,,,,,,,212.91,116861.359,-0.04510638297872341,-0.09021276595744682,0.16453900709219857,0.32907801418439714,-0.013184397163120587,1.001,0.9726312056737588,0.3491644775693926,0.6518355224306073,0.88,0.89,0.9333333333333333,1,-1,1,-1,-1,-1,-1,1,-1,13,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1999,1
3619,18.65,320.29,,,,,,,,,0.29222600000000004,-0.001035794741717666,0.301212,0.257932,0.281589,-0.03639990965896278,0.300335,0.301212,171.5,1871.67,0.0968,0.14393623981442932,0.096,0.14274668411348362,-0.06148000000000009,0.4879446261821211,0.3950403259382621,0.3509979703598354,0.1369466558222857,0.88,0.89,0.9333333333333333,1,-1,1,-1,-1,-1,-1,1,1,20,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1999,1
3620,,638.95,,,,,,,,,,,,,,,,,582.7464,623.3406,-0.2206119162640902,-0.2950466618808328,-0.13419216317767044,-0.17946877243359655,-0.17704616210413304,0.33840129217516146,0.10028212491026578,0.35147175654331586,-0.0130704643681544,0.88,0.89,0.9333333333333333,1,1,-1,-1,-1,-1,-1,1,1,21,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1999,1
3621,,3.88,1.0652700000000002,0.14500838385141246,1.008939,0.744466,1.086575,0.019999624508340474,1.205946,1.008939,,,,,,,,,63.9737,-17.7217,-0.12590799031476999,-0.1664,0.19370460048426152,0.256,-0.2270871670702178,0.3225999999999999,0.021159999999999957,0.3512724422576015,-0.028672442257601627,0.88,0.89,0.9333333333333333,1,1,-1,-1,-1,-1,-1,1,1,23,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,1999,1
3622,49.325,217.0,,,,,,,,,,,,,,,,,807.9794999999999,41475.9935,0.010630220197418376,0.013658536585365854,0.14730447987851178,0.1892682926829268,-0.11915186028853442,0.2858780487804876,0.13149756097560983,0.35144839889716795,-0.06557035011668033,0.88,0.89,0.9333333333333333,1,-1,-1,1,-1,-1,-1,1,1,8,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1999,1
3623,21.376,,,,,,,,,,,,,,,,,,37.01520000000001,41.1138,0.04853951890034364,0.05947368421052631,0.40378006872852235,0.4947368421052632,-0.10230756013745712,0.22626315789473683,0.09968421052631571,0.35246259628748233,-0.1261994383927455,0.88,0.89,0.9333333333333333,1,-1,1,-1,-1,-1,-1,1,1,29,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,1999,1
3624,47.912,,,,,,,,,,,,,,,,,,12.4425,284.0305,0.024761904761904763,0.03151515151515152,0.5206349206349206,0.6626262626262626,-0.058523809523809533,0.2737272727272727,0.19796969696969702,0.3520005642019208,-0.07827329147464807,0.88,0.89,0.9333333333333333,1,-1,1,-1,-1,-1,-1,1,1,29,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,1999,1
3625,,20.6,,,,,,,,,,,,,,,,,282.165,17713.952999999998,-0.061538461538461535,-0.06336466363924385,0.12307692307692307,0.1267293272784877,-0.06628205128205134,0.03067578413771266,-0.038602914774527375,0.35154783876704304,-0.3208720546293304,0.884,0.89,0.9333333333333333,1,-1,1,-1,-1,-1,-1,1,1,8,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1999,1
3626,29.283,,,,,,,,,,,,,,,,,,327.0696,2460.1184000000003,0.059286463798530954,0.06671586715867157,0.5246589716684156,0.5904059040590406,-0.09231059811122755,0.1263136531365313,0.02130996309963107,0.3452948076653035,-0.2189811545287722,0.884,0.89,0.9333333333333333,1,-1,-1,1,-1,-1,-1,1,1,29,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,1999,1
