DATE,COMNAM,NCUSIP,PERMNO
19870901,TURNER BROADCASTING SYSTEM INC,90026240,75198
19870901,TURNER BROADCASTING SYSTEM INC,90026250,75191
19840601,TURNER CORP,90027310,54287
19880721,TUSCARORA PLASTICS INC,90090210,12099
19920720,TUSCARORA INC,90090210,12099
19990129,TUT SYSTEMS INC,90110310,86586
20000817,TUTOGEN MEDICAL INC,90110710,88493
20060710,TWEEN BRANDS INC,90116610,87149
19980716,TWEETER HOME ENTRTNMNT GROUP INC,90116710,86298
19680102,TWENTIETH CENTURY FOX FILM CORP,90122110,14859
19860318,20TH CENTURY INDUSTRIES CA,90127220,10119
19910916,20TH CENTURY INDUSTRIES,90127220,10119
20130701,TWENTY FIRST CENTURY FOX INC,90130A10,90441
20130701,TWENTY FIRST CENTURY FOX INC,90130A20,90442
20000103,21ST CENTURY INSURANCE GROUP,90130N10,10119
19980814,24 7 MEDIA INC,90131410,86338
20011210,24 7 REAL MEDIA INC,90131410,86338
20040227,24 7 REAL MEDIA INC,90131420,86338
19981105,21ST CENTURY HOLDING CO,90136Q10,86435
19950104,TWIN CITY BANCORP INC,90141210,81231
19900124,TWIN STAR PRODUCTIONS INC,90171210,76216
19961115,TWINLAB CORP,90177410,84274
20131107,TWITTER INC,90184L10,14295
19871002,II VI INC,90210410,11752
19680102,TYCO LABS INC,90212010,45356
19931112,TYCO INTERNATIONAL LTD,90212010,45356
19970703,TYCO INTERNATIONAL LTD NEW,90212410,45356
19860220,TYCO TOYS INC,90212810,10064
19730504,TYCOM CORP,90214410,77674
19950127,TYLAN GENERAL INC,90216910,81232
19910220,TYLER CABOT MORTGAGE SECS FD INC,90217510,75404
19900522,TYLER CORP DE,90218410,76185
19721214,TYSON FOODS INC,90249410,77730
19960524,TYSONS FINANCIAL CORP,90249910,83573
19880526,U A L CORP,90254910,19596
19940713,U A L CORP,90254950,19596
20060202,U A L CORP,90254980,91103
19981105,U C B H HOLDINGS INC,90262T30,86437
19960807,UC TELEVISION NETWORK CORP,90263910,77675
19921001,U D C HOMES INC,90264610,67790
19911030,U F BANCORP INC,90266710,77048
19920413,U G I CORP NEW,90268110,17929
19960702,U I C I,90273710,10085
20000721,U I L HOLDINGS CORP,90274810,53663
19890703,U J B FINANCIAL CORP,90276010,51588
19820208,U S T CORP,90290010,77789
19970416,U S B HOLDING CO INC,90291010,84669
19870506,U S T INC,90291110,15077
19880603,U S A WASTE SERVICES INC,90291710,11955
19920319,U S A TRUCK INC,90292510,77425
19950808,U S A DETERGENTS INC,90293810,82222
19951120,U S SERVIS INC,90294110,10837
19980625,U S PLASTIC LUMBER CORP,90294810,86197
19961025,U S FRANCHISE SYSTEMS INC,90295610,84142
19980401,U S FRANCHISE SYSTEMS INC,90295630,84142
19970221,U S RENTALS INC,90296610,84587
19971016,U S RESTAURANTS PROPERTIES INC,90297110,68849
19970804,U S BANCORP DEL,90297310,66157
20010227,U S BANCORP DEL,90297330,66157
19970820,U S LIQUIDS INC,90297410,85268
19971114,U S TIMBERLANDS CO,90297710,85582
19970822,U S L D COMMUNICATIONS CORP,90298210,76453
19980217,U S A NETWORKS INC,90298410,78840
20020509,U S A INTERACTIVE,90298410,78840
19990915,U N B CORP OH,90305610,87218
19780831,U N C RESOURCES INC,90307010,42569
19860604,U N C INC,90307010,42569
19890606,U N S L FINANCIAL CORP,90313810,92719
19861106,U N U M CORP,90319210,71175
20010125,U Q M TECHNOLOGIES INC,90321310,77486
19900222,U R S CORP NEW,90323610,50278
19960725,USANA INC,90328M10,84010
20000731,USANA HEALTH SCIENCES INC,90328M10,84010
19941020,U S DIAGNOSTIC LABS INC,90328Q10,81015
19961002,U S DIAGNOSTIC INC,90328Q10,81015
20070319,U S A TECHNOLOGIES INC,90328S50,91910
19930308,U S CAN CORP,90328W10,79021
19811001,U S F & G CORP,90329010,50956
19841219,U S G CORP,90329310,19131
19880722,U S G CORP,90329330,19131
19930521,U S G CORP,90329340,79244
19840423,U S L I C O CORP,90329710,77834
19940202,U S A MOBILE COMM HLDGS INC,90329B10,80289
19940513,U S DELIVERY SYSTEMS INC,90329M10,80605
19960621,U S C S INTERNATIONAL INC,90330X10,83705
20120831,U S M D HOLDINGS INC,90331310,13564
19980126,U S A BRIDGE CONST OF NY INC,90331P10,82223
19980302,U S FOODSERVICE,90331R10,81090
19980723,U S E C INC,9.03E+14,86233
20130702,U S E C INC,9.03E+24,86233
20021022,U S I HOLDINGS CORP,90333H10,89532
19990223,U S LABORATORIES INC,90333T10,86737
20010215,U S HOME SYSTEMS,90335C10,75755
19880205,U S M X INC,90336610,79151
19940921,U S 1 INDUSTRIES INC,90336910,46324
19940719,U S MEDICAL PRODUCTS INC,90336P10,80772
19950602,U S ORDER INC,90336R10,81759
19920925,U S X DELHI GROUP,90336X10,77927
19780425,U S P REAL ESTATE INVT TR,90337010,77842
19910506,U S P REAL ESTATE INVESTMT TRUST,90337010,77842
19940121,US WATS INC,90337P10,80163
19910507,U S X US STEEL GROUP INC,90337T10,76644
19931208,U T I ENERGY CORP,90338710,80104
19950223,U S ROBOTICS CORP,90338F10,77049
19941006,U S XPRESS ENTERPRISES INC,90338N10,81021
20000518,U S UNWIRED INC,90338R10,88270
19990616,U S ONCOLOGY INC,90338W10,81682
19750630,U T L CORP,90339010,77869
19961021,U S WIRELESS CORP,90339C10,80702
19971202,U S VISION INC,90339M10,85718
19990625,U S SEARCH COM INC,90340410,86998
20041029,U S SHIPPING PARTNERS L P,90341710,90395
20050927,U S AIRWAYS GROUP INC NEW,90341W10,90893
20061215,U S BIOENERGY CORP,90342V10,91680
20041123,U A P HOLDING CORP,90344110,90463
19981204,UBID INC,90346910,86514
20000607,UBIQUITEL INC,90347430,88383
19960618,UGLY DUCKLING CORP,90351210,83703
20000405,ULTICOM INC,90384410,88202
20091118,ULTICOM INC,90384420,88202
19880615,ULTIMAP INTERNATIONAL INC,90384710,10758
19910709,ULTIMAP CORP,90384720,10758
19920409,ULTIMAP CORP,90384730,10758
19810407,ULTIMATE CORP,90384810,63386
19931015,ULTIMATE ELECTRONICS INC,90384910,79742
20091102,ULTIMATE ESCAPES HOLDINGS LLC,90385N10,92547
20091119,ULTIMATE ESCAPES INC,90385N10,92547
19900927,ULTRA PAC INC,90388610,76450
19960216,ULTRADATA CORP,90388N10,83178
19810817,ULTRAK INC,90389810,77893
19881121,ULTRAK INC,90389830,77893
19931228,ULTRAK INC,90389840,77893
19920626,ULTRAMAR CORP,90391210,77708
20010118,ULTRA PETROLEUM CORP,90391410,88882
19961204,ULTRAMAR DIAMOND SHAMROCK CORP,90400010,77708
19990315,UMPQUA HOLDINGS CORP,90421410,86004
19931013,UNCLE BS BAKERY INC,90429710,79743
19861205,UNI MARTS INC,90457110,10908
19930727,UNI MARTS INC,90457130,10908
19840425,UNIBANCORP INC,90457810,77965
20050803,UNICA CORP,90458310,90876
19861024,UNICARE FINANCIAL CORP,90459510,10788
19840216,UNICORP AMERICAN CORP NEW,90465910,56215
19850715,UNICORP AMERICAN CORP NEW,90465930,56215
19880509,UNICOMP INC,90465L30,11956
19920817,UNICOMP INC,90465L40,11956
19830425,UNIFAST INDUSTRIES INC,90467510,78036
19970919,UNIFAB INTERNATIONAL INC,90467L10,85405
20030804,UNIFAB INTERNATIONAL INC,90467L20,85405
19721214,UNIFLEX INC,90471110,78079
19840323,UNIFORCE TEMPORARY PERSONNEL INC,90472410,78095
19951010,UNIFORCE SERVICES INC,90472410,78095
19960614,UNIFY CORP,90474310,83704
20070625,UNIFY CORP,90474320,83704
19881114,UNILAB CORP,90476210,29496
19931122,UNILAB CORP NEW,90476310,29496
20010606,UNILAB CORP,90476320,89033
19680102,UNILEVER LTD,90476760,28302
19810824,UNILEVER PLC,90476760,28302
19990510,UNILEVER PLC,90476770,28302
19680102,UNILEVER N V,90478450,28310
19990510,UNILEVER N V,90478470,28310
19820930,UNILIFE CORP,90478610,78108
19940812,UNIMARK GROUP INC,90478910,80853
19721213,UNIMED INC,90480110,78116
19940616,UNIMED PHARMACEUTICALS INC,90480110,78116
19820120,UNIOIL,90480810,78159
19830727,UNIOIL,90480820,78159
19891117,UNILENS OPTICAL CORP,90490710,77571
19920316,UNILENS VISION INC,90490720,77571
19940901,UNICOM CORP HOLDING CO,90491110,20853
19980618,UNIGRAPHICS SOLUTIONS INC,90492810,86142
19820330,UNION BANK & TR CO MONTGOMERY AL,90512210,78191
19931006,UNION BANKSHARES CORP,90539910,79747
19930326,UNION BANKSHARES LTD DEL,90540310,79020
19680102,UNION CAMP CORP,90553010,14883
19680102,UNION CARBIDE CORP,90558110,15659
19890703,UNION CARBIDE CORP HOLDING CO,90558110,15659
19940502,UNION CARBIDE CORP,90558110,15659
19971229,UNION COMMUNITY BANCORP,90605410,85717
19680102,UNION CORP,90607210,44433
20051122,UNION DRILLING INC,90653P10,90980
19680102,UNION ELECTRIC CO,90654810,24985
19980707,UNION FINANCIAL BANCSHARES INC,90661110,86300
20100202,UNION FIRST BAMKSHARES CORP,90662P10,79747
19980421,UNION NATIONAL BANCORP,90710310,86005
19680102,UNION OIL CO CALIF,90777010,14891
19690716,UNION PACIFIC CORP,90781810,48725
19951011,UNION PACIFIC RES GROUP INC,90783410,82308
19721214,UNION PLANTERS CORP,90806810,78263
19931124,UNION SWITCH & SIGNAL INC,90857310,79880
19870924,UNION TEXAS PETROLEUM HOLDINGS I,90864010,75193
19950317,UNIROYAL CHEMICAL CORP,90890310,81517
19960402,UNIONBANCAL CORP,90890610,20694
19961001,UNIONBANCORP INC,90890810,84140
19870625,UNIONFED FINANCIAL CORP,90906210,75102
19930819,UNIONFED FINANCIAL CORP,90906220,75102
19901108,UNIPAC CORP,90914610,88031
19910520,UNIQUEST INC,90915Q10,77001
19980805,UNISERVICE CORP FLA,90917610,86340
19950721,UNISON SOFTWARE INC,90919P10,81906
19980102,UNISOURCE ENERGY CORP,90920510,48389
19970102,UNISOURCE WORLWIDE INC,90920810,84377
19861110,UNISYS CORP,90921410,10890
20091026,UNISYS CORP,90921430,10890
19860915,UNIT CORP,90921810,63781
19680102,UNITED AIR LINES INC,90927910,19596
20050127,UNITED AMERICA INDEMNITY LTD,90933T10,89942
19890620,UNITED ARTISTS ENTRMT CO,90940510,75611
19890620,UNITED ARTISTS ENTRMT CO,90940520,75612
19860822,UNITED ASSET MGMT CORP,90942010,70252
19961023,UNITED AUTO GROUP INC,90944010,84042
20010301,UNITED BANCSHARES INC,90945810,88951
20001218,UNITED BUSINESS MEDIA,90969M10,11643
19721214,UNITED CAROLINA BANCSHARES CORP,90979610,78503
19721214,UNITED CITIES GAS CO,90982310,78530
20020103,UNITED COMMUNITY BANCORP,90983210,89291
19980709,UNITED COMMUNITY FINL CORP OHIO,90983910,86299
20020318,UNITED COMMUNITY BANKS INC GA,90984P10,89323
20110620,UNITED COMMUNITY BANKS INC GA,90984P30,89323
19720620,UNITED COMPANIES FINANCIAL CORP,90987010,51983
19870529,UNITED BANKSHARES INC,90990710,11369
19870707,UNITED COASTS CORP,90991010,11489
19890303,UNITED CAPITAL CORP,90991210,55546
19900604,UNITED DOMINION INDUSTRIES LTD,90991410,65453
19960501,UNITED FINANCIAL CORP,90991910,10682
19831003,UNITED COUNTIES BANCORPORATION,91015010,78597
20011214,UNITED DEFENSE INDUSTRIES INC,91018B10,89260
19950922,UNITED DENTAL CARE INC DEL,91018H10,82290
19841231,UNITED DOMINION REALTY TR INC,91019710,59300
19821207,UNITED EDUCATION & SOFTWARE,91020410,78626
19890208,UNITED FEDERAL BANCORP INC,91025010,75450
19870505,UNITED FEDERAL SAV & LOAN RCK MT,91027210,78383
19900614,UNITED FEDERAL SAVINGS BANK,91027210,78383
20020909,UNITED FINANCIAL MORTGAGE CORP,91030330,89521
19831206,UNITED FINANCIAL BANKING COS INC,91030510,78642
20071204,UNITED FINANCIAL BANCORP INC MD,91030T10,90824
19880719,UNITED FINANCIAL CORP OF SC INC,91031510,11207
19981211,UNITED FINANCIAL HOLDINGS INC,91032K10,86515
19721214,UNITED FIRE & CAS CO,91033110,78693
19680102,UNITED FOODS INC,91036510,37612
19831202,UNITED FOODS INC,91036530,65808
19881209,UNITED GAMING INC,91047510,38149
19841017,UNITED HEALTHCARE CORP,91058110,92655
19870922,UNITED HERITAGE CORP,91058F10,28223
19991101,UNITED HERITAGE CORP,91058F30,28223
20051223,UNITED HERITAGE CORP,91058F40,28223
19730322,UNITED HOME LIFE INS CO,91060310,78765
19680102,UNITED INDUSTRIAL CORP,91067110,41371
19720327,UNITED INNS INC,91068810,54420
19860306,UNITED INSURANCE COS INC,91070310,10085
19980310,UNITED INVESTORS REALTY TRUST,91074110,85891
19810625,UNITED MEDICAL CORP,91084410,63810
19930723,UNITED MERIDIAN CORP,91086510,79455
19860923,UNITED SAVINGS BK FA GREAT FALLS,91090710,10682
19880801,UNITED NATIONAL BANCORP NJ,91090910,78837
20031216,UNITED NATIONAL GROUP LTD,91103X10,89942
19840301,UNITED NEW MEXICO FINANCIAL CORP,91120010,78845
19831014,UNITED OKLAHOMA BANKSHARES,91126610,78853
20010926,UNITED ONLINE INC,91126810,87261
20131101,UNITED ONLINE INC,91126820,87261
19990212,UNITED PAN EUROPE COMMS N V,91130020,86736
19980424,UNITED PANAM FINANCIAL CORP,91130110,86006
19991110,UNITED PARCEL SERVICE INC,91131210,87447
19680102,UNITED PARK CITY MINES CO,91131510,25080
19950828,UNITED PARK CITY MINES CO,91131520,25080
19960702,UNITED PAYORS & UNITED PRVRS INC,91131910,83805
19920320,UNITED POSTAL BANCORP INC,91133C10,77429
19910508,UNITED REALTY GROUP L P,91134L10,77013
19700122,UNITED REFINING CO,91135810,49867
20080129,UNITED REFINING ENERGY CORP,91136010,92548
19971218,UNITED RENTALS INC,91136310,85663
19920311,UNITED RETAIL GROUP INC,91138010,77403
20010720,UNITED SECURITY BANKSHARES,91146010,88984
19891128,U S BIOSCIENCE INC,91164610,75849
19960423,U S BIOSCIENCE INC,91164620,75849
19880504,UNITED STATES CELLULAR CORP,91168410,75320
19750226,UNITED STATES ENERGY CORP WY,91180510,79039
20160622,UNITED STATES ENERGY CORP WY,91180520,79039
19910605,U S HOMECARE CORP,91181910,76688
19861031,UNITED STATES FACILITIES CORP,91182210,10803
19930401,UNITED STATES EXPLORATION INC,91182F30,79118
19901210,UNITED STATES FILTER CORP NEW,91184310,58481
19910226,UNITED STATES FILTER CORP NEW,91184320,58481
19830201,USAIR GROUP INC,91190510,28847
19970224,U S AIRWAYS GROUP INC,91190510,28847
20031021,U S AIRWAYS GROUP INC,91190550,91682
19860422,UNITED STATES HEALTHCARE INC,91191010,79119
19900709,U S LONG DISTANCE CORP,91191210,76453
19910215,U S LONG DISTANCE CORP NEW,91191220,76453
19910222,U S LONG DISTANCE CORP,91191220,76453
19930622,U S HOME CORP,91192010,48565
19880621,U S GOLD CORP,91202310,70704
19911224,U S GOLD CORP,91202320,70704
19851106,UNITED STATES INTEC INC,91208410,92770
19901210,US INTEC INC,91208410,92770
19950215,U S OFFICE PRODUCTS CO,91232510,81266
19980610,U S OFFICE PRODUCTS CO,91232530,81266
19920603,UNITED STATES PAGING CORP,91233F10,77655
19960201,U S SATELLITE BROADCASTING INC,91253410,83180
19680102,UNITED STATES SHOE CORP,91260510,25937
19721214,UNITED STATES SURGICAL CORP,91270710,79250
19890717,UNITED STATES TECHNOLOGIES INC,91272D10,11257
19930209,U S TECHNOLOGIES INC NEW,91272D10,11257
19930308,U S TECHNOLOGIES INC,91272D30,11257
19980615,U S WEST INC NEW,91273H10,66122
19840216,U S WEST INC,91288910,66122
19951101,U S WEST INC,91288920,82309
19950907,U S TRUST CORP NEW,91288L10,82224
19880406,U S WEST NEWVECTOR GROUP INC,91289210,75576
20020102,UNITED STATES STEEL CORP NEW,91290910,76644
19870113,UNITED SYSTEMS TECH,91291310,11011
19811124,UNITED STATIONERS INC,91300410,79303
20010608,UNITED SURGICAL PARTNERS INTL IN,91301630,89035
19750501,UNITED TECHNOLOGIES CORP,91301710,17830
19810609,UNITED TELEVISION INC,91306610,79330
19951215,UNITED TRANSNET INC,91310010,82783
19900618,UNITED TRUST INC,91311110,76454
19970513,UNITED TRUST INC,91311120,76454
19990802,UNITED TRUST GROUP INC,91311A10,76454
19931119,UNITED VIDEO SATELLITE GP INC,91315510,79882
19940208,UNITED VISION GROUP INC,91316910,80287
19921211,UNITED WASTE SYSTEMS INC,91317410,78215
19830816,UNITED WATER RESOURCES INC,91319010,16117
20060907,UNITED WESTERN BANCORP INC,91320110,84108
19990726,UNITEDGLOBALCOM INC,91324750,79428
20000427,UNITEDHEALTH GROUP INC,91324P10,92655
20100706,UNITEK GLOBAL SERVICES INC,91324T10,88806
20101110,UNITEK GLOBAL SERVICES INC,91324T20,88806
20101222,UNITEK GLOBAL SERVICES INC,91324T30,88806
19810529,UNITEL VIDEO INC,91325310,65103
19890518,UNITOG COMPANY NEW,91326710,79410
19900423,UNITRIN INC,91327510,76136
19680520,UNITRODE CORP,91328310,46260
19880815,UNITRONIX CORP,91328710,12102
19890511,UNITY HEALTHCARE HOLDING INC,91329810,75756
19740304,UNIVAR CORP,91335310,47917
19920204,UNIVAX BIOLOGICS INC,91335G10,77320
20011101,UNIVERSAL ACCESS GLOBAL HLDGS IN,91336M10,87823
20030811,UNIVERSAL ACCESS GLOBAL HLDGS IN,91336M20,87823
20040806,UNIVERSAL ACCESS GLOBAL HLDSS IN,91336M20,87823
19960723,UNIVERSAL AMERICAN FINANCIAL COR,91337710,79477
20071203,UNIVERSAL AMERICAN CORP,91337710,79477
19941215,UNIVERSAL AUTOMOTIVE INDS INC,91337810,81185
20000524,UNIVERSAL COMPRESSION HLDGS INC,91343110,88237
19930212,UNIVERSAL ELECTRONICS INC,91348310,78915
19830512,UNIVERSAL HOLDING CORP,91359010,79477
19920609,UNIVERSAL HOSPITAL SERVICES INC,91359L10,77670
19960723,UNIVERSAL OUTDOOR HOLDINGS INC,91377M10,83803
19721214,UNIVERSAL RUNDLE CORP,91380610,58130
19760428,UNIVERSAL VOLTRONICS CORP,91389510,79629
19901012,UNIVERSAL INTERNATIONAL INC,91390040,76472
19810709,UNIVERSAL HEALTH SERVICES INC,91390310,79637
19940708,UNIVERSITY BANK & TRUST CO CA,91409310,79661
19841228,UNIVERSITY GRAPHICS INC,91427610,92794
19870610,UNO RESTAURANT CORP,91490010,75103
19960927,UNIVISION COMMUNICATIONS INC,91490610,84001
20030815,UNIVEST CORP OF PENNSYLVANIA,91527110,89828
19830425,UNOCAL CORP,91528910,14891
20020308,UNIZAN FINANCIAL CORP,91528W10,87218
19990701,UNUMPROVIDENT CORP,91529Y10,71175
20070302,UNUM GROUP,91529Y10,71175
19990629,U P M KYMMENE CORP,91543610,89696
20141106,UPLAND SOFTWARE INC,91544A10,15087
19721214,UPPER PENINSULA POWER CO,91630310,79709
19890104,UPPER PENINSULA ENERGY CORP,91630310,79709
20000317,UPROAR INC,91670610,87824
20060810,URANERZ ENERGY CORP,91688T10,91422
19890106,URANIUM RESOURCES INC,91690110,75672
19900801,URANIUM RESOURCES INC,91690130,75672
20060411,URANIUM RESOURCES INC,91690150,75672
20130123,URANIUM RESOURCES INC,91690160,75672
20160308,URANIUM RESOURCES INC,91690170,75672
19960506,USFREIGHTWAYS CORP,91690610,77339
19931007,URBAN SHOPPING CENTERS INC,91706010,79753
19950727,UROHEALTH SYSTEMS INC,91727210,76915
19960102,UROHEALTH SYSTEMS INC,91727230,76915
20051003,UROPLASTY INC,91727720,90942
19960517,UROCOR INC,91727P10,83574
19961025,UROQUEST MEDICAL CORP,91728510,84141
19960119,USABANC COM INC,91728910,82849
19990917,USABANCSHARES COM INC,91728910,82849
19850130,USBANCORP INC PA,91729210,92807
19950728,USDATA CORP,91729410,81758
20010821,USDATA CORP,91729430,81758
20030505,U S F CORP,91729Q10,77339
19990409,USINTERNETWORKING INC,91731180,86848
19680806,USLIFE CORP,91731810,46594
19940622,USTEL INC,91732510,80668
19971205,USWEB CORP,91732710,85719
19800813,UTAH SHALE LD & MINERALS CORP,91752310,79784
19970219,V D I MEDIA,91791610,84565
19990824,V D I MULTIMEDIA,91791610,84565
19850502,UTILICORP UNITED INC,91800510,26606
19910419,UTILX CORP,91803110,11853
19950525,UUNET TECHNOLOGIES INC,91809610,81648
19840125,V BAND SYSTEMS INC,91819310,79840
19870421,V BAND CORP,91819310,79840
20011121,V C A ANTECH INC,91819410,89213
20140603,V C A INC,91819410,89213
19991209,V A LINUX SYSTEMS INC,91819B10,87498
20011206,V A SOFTWARE CORP,91819B10,87498
19690417,V F CORP,91820410,43553
20040615,V C G HOLDING CORP,91821K10,90218
19860616,V H C LTD,91822910,81104
19980320,V I B CORP,91823H10,85325
20080304,V I S T FINACIAL CORP,91825510,79584
20030314,V L P S LIGHTING SVCS INTL INC,91826110,85478
19830223,V L S I TECHNOLOGY,91827010,79848
19831202,V M X INC,91827610,79856
19961024,V ONE CORP,91827810,84144
19971106,V R B BANCORP,91828110,85587
19881027,V S B BANCORP INC,91828310,12276
19970423,V S I HOLDINGS INC,91832210,16791
19930723,VTEL CORP,91833310,77505
19860917,V T X ELECTRONICS CORP,91838810,70260
19860303,V W R CORP,91843510,10075
19950928,V W R SCIENTIFIC PRODUCTS CORP,91843510,10075
20000405,VYYO INC,91845810,88204
20020801,VYYO INC,91845820,88204
19951221,VACATION BREAK USA INC,91854210,82758
19810630,VACATION SPA RESORTS INC,91854710,79928
19880414,VADER GROUP INC,91873210,43617
19981210,VAIL BANKS INC,91877910,86516
19920311,VALASSIS COMMUNICATIONS INC,91886610,77461
19870903,VALCOM INC,91888310,11662
19870311,VALHI INC NEW,91890510,45225
19920507,VALENCE TECHNOLOGY INC,91891410,77582
20100928,VALEANT PHARMACEUTICALS INTL INC,91911K10,80307
20000912,VALENCIA BANK & TRUST,91911L10,88650
20031114,VALEANT PHARMACEUTICALS INTL,91911X10,68340
20020102,VALERO L P,91913W10,88960
19970812,VALERO ENERGY CORP NEW,91913Y10,85269
20060202,VALERA PHARMACEUTICALS INC,91914F10,91104
19831004,VALID LOGIC SYS INC,91915610,80005
20000728,VALICERT INC,91915Q10,88477
19791010,VALLEN CORP,91926010,80013
19750206,VALLEY BANCORPORATION,91929110,80021
20040923,VALLEY BANCORP,91929R10,90368
19870416,VALLEY CAPITAL CORP,91937510,11261
19930802,VALLEY FASHIONS CORP,91961010,79532
19830413,VALLEY FEDERAL SVGS & LN ASSN CA,91961510,80056
19871016,VALLEY FEDERAL SAVINGS BANK AL,91961810,11783
20060417,VALLEY FINANCIAL CORP VA,91962910,91187
19710428,VALLEY FORGE CORP,91964010,80064
19970613,VALLEY FORGE CORP DEL,91964010,80064
19970410,VALLEY NATIONAL GASES INC,91979210,84763
19830502,VALLEY NATIONAL BANCORP,91979410,80072
19990401,VALLEY NATIONAL CORP,91979P10,86438
19951027,VALUE PROPERTY TRUST,91990410,52361
19951020,VALUJET INC,91990610,80670
19810701,VALLEY NATIONAL CORP AZ,92000310,80099
19791214,VALLEY RESOURCES INC,92006210,61698
19910611,VALLEY SYSTEMS INC,92013510,76801
19891201,VALLICORP HOLDINGS INC,92023F10,82182
20020603,VALPEY FISHER CORP,92034410,35705
19680102,VALSPAR CORP,92035510,37807
19920812,VALUE ADDED COMMUNICATIONS INC,92038310,77846
19910611,VALUE CITY DEPARTMENT STORES INC,92038710,76673
19910404,VALUE HEALTH INC,92039310,76615
20000331,VALUECLICK INC,92046N10,88207
19910628,VALUEVISION INTERNATIONAL INC,92047K10,77007
20020617,VALUEVISION MEDIA INC,92047K10,77007
20160923,VALVOLINE INC,92047W10,16338
19690225,VAN DORN CO,92103310,47810
20060412,VANDA PHARMACEUTICALS INC,92165910,91186
19900711,VANTAGE POINT ENERGY INC,92192710,76455
19910823,VANS INC,92193010,76797
19890126,VANFED BANCORP,92201010,75437
19951031,VANGUARD AIRLINES INC,92201B10,82534
19990615,VANGUARD AIRLINES INC,92201B20,82534
19880304,VANGUARD CELLULAR SYS INC,92202210,11958
20110622,VANGUARD HEALTH SYSTEMS INC,92203620,12879
20071024,VANGUARD NATURAL RESOURCES LLC,92205F10,92375
19960311,VANSTAR CORP,92208M10,83232
20000215,VANTAGEMED CORP,92208W10,87641
19950815,VANTIVE CORPORATION,92209110,82227
20100210,VAPOR CORP,92209910,76950
20131227,VAPOR CORP,92209920,76950
20150709,VAPOR CORP,92209930,76950
20130722,VANTAGESOUTH BANCSHARES INC,92209W10,89481
20000531,VARCO INTERNATIONAL INC DEL,92212210,76101
19750619,VARCO INTERNATIONAL INC,92212610,63044
19820430,VARI CARE INC,92214710,80304
19940420,VARI L INC,92215010,80484
20000721,VARIAGENICS INC,92219610,88476
19990405,VARIAN INC,92220610,86789
19990405,VARIAN SEMICONDUCTOR EQP ASSC IN,92220710,86791
19940617,VARIFLEX INC,92224210,80669
19880315,VARITRONIC SYSTEMS INC,92224710,11959
19721214,VARLEN CORP,92224810,80347
19860617,VARITY CORP,92224R10,34040
19910801,VARITY CORP,92224R60,34040
20010928,VARSITY BRANDS INC,92227P10,76717
20000626,VARSITY GROUP INC,92228110,87643
19920128,VARSITY SPIRIT CORP,92229410,77286
20000720,VASCULAR SOLUTIONS INC,92231M10,88475
19940628,VASTAR RESOURCES INC,92238010,80699
19990630,VAXGEN INC,92239020,87023
19940324,VECTRA BANKING CORP,92239810,80374
19940107,VECTRA TECHNOLOGIES INC,92239910,90852
19881115,VECTOR AEROMOTIVE CORP,92239C10,12277
19900710,VECTOR AEROMOTIVE CORP,92239C30,12277
20000928,VASTERA INC,92239N10,88651
19990922,VCAMPUS CORP,92240C10,84277
20020708,VCAMPUS CORP,92240C30,84277
20000525,VECTOR GROUP LTD,92240M10,75233
19941129,VEECO INSTRUMENTS INC DEL,92241710,81116
20070727,VAUGHAN FOODS INC,92241M10,92199
20140929,VECTRUS INC,92242T10,14884
19891207,VEGAS CHIPS INC,92254830,76047
19920818,VEGAS CHIPS INC,92254840,76047
19721214,VELO BIND INC,92257510,80451
19860708,VELOBIND INC,92257510,80451
20040412,VELOCITY ASSET MANAGEMENT INC,9.23E+14,11946
20081117,VELOCITY PORTFOLIO GROUP INC,9.23E+34,11946
20020114,VELOCITY EXPRESS CORP,92257T10,83566
20020425,VELOCITY EXPRESS CORP,92257T20,83566
20050216,VELOCITY EXPRESS CORP,92257T60,83566
20071207,VELOCITY EXPRESS CORP,92257T70,83566
19890919,VENCOR INC,92260210,75819
20040504,VENDINGDATA CORP,92261Q20,90176
20061117,VENOCO INC,92275P30,91598
19980501,VENTAS INC,92276F10,75819
19960726,VENTANA MEDICAL SYSTEMS INC,92276H10,83807
19810326,VENTREX LABS INC,92281210,80486
19920122,VENTRITEX INC,92281410,77277
19900102,VENTURA COUNTY NATIONAL BANCORP,92321410,75923
19891003,VENTURA ENTERTAINMENT GROUP LTD,92321810,76001
19940726,VENTURA ENTERTAINMENT GROUP LTD,92321870,76001
19900702,VENTURA MOTION PICTURE GROUP LTD,92325010,76456
19991220,VENTURE CATALYST INC,92326Q10,82181
19870615,VENTURIAN CORP,92330410,55985
19980615,VERAMARK TECHNOLOGIES INC,92335110,90310
20060614,VERASUN ENERGY CORP,92336G10,91322
19830815,VERDIX CORP,92339510,80515
19830502,VEREX LABS INC,92340610,80523
20070621,VERENIUM CORP,92340P10,87601
20090910,VERENIUM CORP,92340P20,87601
19900313,VERIFONE INC,92342910,76142
20020605,VERIDIAN CORP,92342R20,89442
20070209,VERICHIP CORP,92342V10,91816
19960611,VERILINK CORPORATION,92343210,83709
19980512,VERIO INC,92343310,86096
19931209,VERITAS SOFTWARE CORP,92343610,80055
19951006,VERITY INC,92343C10,82535
19980130,VERISIGN INC,9.23E+14,85753
