DATE,COMNAM,NCUSIP,PERMNO
19790504,BRAE CORP,10480210,19020
19860127,BRAINERD INTERNATIONAL INC,10488210,10021
19921013,BRAINERD INTERNATIONAL INC,10488220,10021
19840530,BRAJDAS CORP,10502810,53488
19870327,BRAND COMPANIES INC,10524710,19079
19870203,BRANDON SYSTEMS CORP,10530310,11065
19930621,BRANDYWINE REALTY TRUST,10536810,70121
19961126,BRANDYWINE REALTY TRUST,10536820,70121
19861104,BRANFORD SAVINGS BANK CONN,10540910,10809
19941021,BRANFORD SAVINGS BANK CONN,10540930,10809
19961127,BRANTLEY CAPITAL CORP,10549410,84193
19971126,BRASS EAGLE INC,10553F10,85589
19990810,BRAUN CONSULTING INC,10565110,87158
19970317,BRAZOS SPORTSWEAR INC,10623310,75913
20061013,BREEZE EASTERN CORP,10676410,61209
20061004,BREITBURN ENERGY PARTNERS L P,10677610,91494
20020219,BREK ENERGY CORP,10678610,88344
19721214,BRENCO INC,10706110,19159
19780629,BRENTON BANKS INC,10721110,19191
19930211,BRENTWOOD FINANCIAL CORP,10728310,78870
19721214,BRESLER & REINER INC,10733610,19239
19931214,BREWER C HOMES INC,10757510,79948
20041006,BRIDGE CAPITAL HOLDINGS,10803010,89642
20080609,BRIDGE BANCORP INC,10803510,92716
20000419,BRIDGE TECHNOLOGY INC,10805710,88150
19961220,BRIDGE VIEW BANCORP,10805810,84362
20030106,BRIDGE STREET FINANCIAL INC,10805U10,89645
20090415,BRIDGEPOINT EDUCATION INC,10807M10,92902
19941129,BRIDGEPORT MACHINES INC,10822810,81076
19970925,BRIDGESTREET ACCOMMODATIONS INC,10845210,85357
19941011,BRIDGEVILLE SAVINGS BK FSB PA,10861110,80959
19970509,BRIGHAM EXPLORATION CO,10917810,84792
19971107,BRIGHT HORIZONS INC,10919010,85531
19980727,BRIGHT HORIZONS FAMILY SOL INC,10919510,85531
19950915,BRIGHTPOINT INC,10947310,80439
20020627,BRIGHTPOINT INC,10947340,80439
19910510,BRINKER INTERNATIONAL INC,10964110,23297
20081021,BRINKS HOME SECURITY HLDDGS INC,10969910,92801
19980501,BRIO TECHNOLOGY INC,10970410,86054
20011120,BRIO SOFTWARE INC,10970410,86054
19801204,BRISTOL GAMING CORP,11003510,86079
19890201,BRISTOL HOLDINGS INC,11003520,86079
19951213,BRISTOL HOTEL CO,11003910,82769
19980731,BRISTOL HOTELS & RESORTS INC,11004110,82769
19680102,BRISTOL MYERS CO,11009710,19393
19891004,BRISTOL MYERS SQUIBB CO,11012210,19393
20040212,BRISTOL WEST HOLDINGS INC,11037M10,90039
19890906,BRITE VOICE SYSTEMS,11041110,75818
19980824,BRITESMILE INC,11041510,76931
20030127,BRITESMILE INC,11041520,76931
19980908,BRITISH AMERICAN TOBACCO PLC,11044810,59504
19680102,BRITISH PETROLEUM LTD,11088940,29890
19820104,BRITISH PETROLEUM PLC,11088940,29890
19841203,BRITISH TELECOMMUNICATIONS PLC,11102120,66835
19850603,BRITISH TELECOMMUNICATIONS PLC,11102130,66835
19860402,BRITISH TELECOMMUNICATIONS PLC,11102140,66835
19961017,BRITTON & KOONTZ CAPITAL CORP,11109110,84058
19880602,BROAD NATIONAL BANCORP,11123910,10598
19990922,BROADBASE SOFTWARE INC,11130R10,87222
19980717,BROADCAST COM INC,11131010,86241
19880906,BROADCAST INTERNATIONAL INC,11131820,12134
19900525,BROADCAST INTERNATIONAL INC,11131830,12134
19930928,BROADCASTING PARTNERS INC,11131910,79569
19980417,BROADCOM CORP,11132010,85963
20100616,BROADSOFT INC,11133B40,93428
19960621,BROADVISION INC,11141210,83630
20020730,BROADVISION INC,11141260,83630
20081027,BROADVISION INC,11141270,83630
19920616,BROADWAY & SEYMOR INC,11143310,77678
19940620,BROADWAY STORES INC,11157210,78063
20041008,BROADWING CORP,1.12E+14,88430
19991115,BROADWING INC,11162010,47677
19990525,BROCADE COMMUNICATIONS SYS INC,11162110,86881
20070627,BROCADE COMMUNICATIONS SYS INC,11162130,86881
19930312,BROCK CANDY CO,11162410,78958
19760302,BROCK EXPLORATION CORP,11162810,19394
19911126,BRODERBUND SOFTWARE INC,11201410,77094
19721214,BROKEN HILL PROPRIETARY CO LTD,11216920,75039
19851009,BROKEN HILL PROPRIETARY CO LTD,11216940,75039
19870528,BROKEN HILL PROPRIETARY CO LTD,11216960,75039
20050816,BRONCO DRILLING CO INC,11221110,90858
19970502,BROOKDALE LIVING COMM INC,11246210,84793
20051122,BROOKDALE SENIOR LIVING INC,11246310,90988
19900730,BROOKE GROUP LTD,11252510,75233
20051115,BROOKFIELD ASSET MANAGEMENT INC,11258510,85259
19880801,BROOKFIELD BANCSHARES CORP,11258710,10322
19990602,BROOKFIELD PROPERTIES CORP,11290010,86938
20110509,BROOKFIELD OFFICE PROPERTIES INC,11290010,86938
19980325,BROOKLINE BANCORP INC,11373910,85860
20020710,BROOKLINE BANCORP INC,11373M10,85860
19940429,BROOKLYN BANCORP INC,11380910,80437
20050406,BROOKLYN FEDERAL BANCORP INC,11403910,90662
19870225,BROOKLYN SAVINGS BANK CT,11423710,11130
19680102,BROOKLYN UNION GAS CO,11425910,10823
20030228,BROOKS AUTOMATION INC,11434010,81241
19950202,BROOKS AUTOMATION INC,11434A10,81241
19960503,BROOKS FIBER PROPERTIES INC,11439910,83480
19930326,BROOKSTONE INC,11453710,78956
19910417,BROOKTREE CORP,11457710,76618
19921020,BROOKTROUT TECHNOLOGY INC,11458010,77993
19990514,BROOKTROUT INC,11458010,77993
19971209,BROUGHTON FOODS COMPANY,11483830,86210
19680102,BROWN & SHARPE MFG CO,11522310,42606
19990429,BROWN & BROWN INC,11523610,63467
19721214,BROWN TOM INC,11566010,19546
19880908,BROWN TOM INC,11566020,19546
19711215,BROWNING FERRIS INDUSTRIES INC,11588510,53786
19721214,BRUNOS INC,11688110,19589
19970205,BRUNSWICK TECHNOLOGIES,11739410,84589
19970221,BRYLANE INC,11766110,84573
19861231,BRYN MAWR BANK CORP,11766510,86124
19990421,BUCA INC,11776910,86858
19801013,BUCKEYE FINANCIAL CORP,11816610,19618
20060804,BUCKEYE G P HOLDINGS L P,11816710,91410
19861216,BUCKEYE PARTNERS L P,11823010,70420
19971103,BUCKEYE TECHNOLOGIES INC,11825510,82635
20040723,BUCYRUS INTERNATIONAL INC NEW,11875910,90277
19970505,BUDGET GROUP INC,11900310,80846
19851217,BUEHLER INTERNATIONAL INC,11904810,86159
19680102,BUELL INDUSTRIES INC,11906110,29970
19851025,BUFFETS INC,11988210,86167
19930503,BUILDERS WAREHOUSE ASSOC INC,11991620,79154
19950410,BUILDERS WAREHOUSE ASSOC INC,11991630,79154
19950630,BUILDERS WAREHOUSE ASSOC INC,11991640,79154
19940406,BUGABOO CREEK STEAK HOUSE INC,12003510,80472
19831020,BUILDERS TRANSPORT INC,12008410,19693
19980917,BUILDING ONE SERVICES CORP,12011410,85532
19851204,BULL & BEAR GROUP INC DE,12017C10,19722
19990401,BULL & BEAR GROUP INC,12017C10,19722
19801229,BULL RUN GOLD MINES LTD,12018210,19749
19930106,BULL RUN CORP,12018210,19749
20030516,BULL RUN CORP GA,12018220,19749
19981029,BUNZL PLC,12073830,86366
20050606,BUNZL PLC,12073840,86366
20060518,BURGER KING HOLDINGS INC,12120820,91212
19830609,BURLINGTON COAT FACTORY WRHS COR,12157910,67176
19700303,BURLINGTON NORTHERN INC,12189710,50227
19950922,BURLINGTON NORTHERN SANTA FE CP,12189T10,50227
19880708,BURLINGTON RESOURCES INC,12201410,75333
19930611,BURLINGTON RESOURCES INC C S G R,12201610,86104
19870401,BURNHAM PACIFIC PROPERTIES INC,12232C10,75040
19721214,BURNUP & SIMS INC,12256510,19880
19830324,BURR BROWN CORP,12257410,19888
19831213,BURRITT INTERFINANCIAL BANCP,12275610,19909
19940512,BUSH BOAKE ALLEN INC,12316210,80593
19960812,BUSINESS & PROFESSIONAL BANK,12323110,83846
19900613,BUSINESS BANCORP,12323910,76312
20010306,BUSINESS BANCORP NEW,12323X10,88942
19940923,BUSINESS OBJECTS S A,12328X10,80921
19950628,BUSINESS RESOURCE GROUP,12329K10,81686
19831214,BUSINESSLAND INC,12330010,19976
20000627,BUSYBOX COM INC,12333510,88327
19920629,BUTLER INTERNATIONAL INC NEW,12364910,10362
19721214,BUTLER MANUFACTURING CO DE,12365510,19992
19721214,BUTLER NATIONAL CORP,12372010,20002
19920213,BUTTERY FOOD & DRUG STORES CO,12423410,77335
20000208,BUY COM INC,12426910,87591
20070613,B W A Y HOLDING CO,12429T10,92109
19890413,BYTEX CORP,12464710,75487
19970625,C & D TECHNOLOGIES INC,12466110,71685
19980122,C & F FINANCIAL CORP,12466Q10,85725
20110729,C & J ENERGY SERVICES INC,12467B30,12894
19900910,C & S SOVRAN CORP,12467H10,76285
19940217,C A I WIRELESS SYSTEMS INC,12476P10,80226
19950321,C ATS SOFTWARE INC,12477810,81476
19861219,C B & T FINANCIAL CORP,12478110,10976
19930304,C B BANCSHARES INC,12478510,79031
19831212,C B BANCSHARES INC,12478590,86853
19960930,C B E S BANCORP INC,12479410,83924
19860723,C B FINANCIAL CORP MICH,12479510,10510
19790823,C B I INDUSTRIES INC,12480010,59686
19881221,C B L MEDICAL INC,12483110,12135
19901227,C B L X HOLDINGS INC,12483210,11714
19740419,C B S INC,12484510,20730
19920518,C B T CORP KY,12485210,77626
19950413,C B T GROUP PUB LTD,12485310,81547
19980610,C B T GROUP PUB LTD,12485330,81547
20060103,C B S CORP NEW,12485710,75104
20060103,C B S CORP NEW,12485720,76226
19841212,C C A INDUSTRIES INC,12486710,21785
19890713,C C A I R INC,12486810,75651
19970715,C C A PRISON REALTY TRUST,12486R10,85234
19830701,C C B FINANCIAL CORP,12487510,20088
19910226,C C C FRANCHISING CORP,12487710,76672
19960816,C C C INFORMATION SVCS GROUP INC,12487Q10,83850
19950104,C C H INC,12488310,25137
19950104,C C H INC,12488320,76629
19780811,C C N B CORP,12489810,20096
19920714,C C P INSURANCE INC,12489910,77814
19850515,C F S FINANCIAL CORP,12490310,86204
19971201,C B S CORP,12490K10,15368
19900622,C F S B BANCORP INC,12492710,76205
19921228,C B BANCORP INC,12493610,78133
20040610,C B RICHARD ELLIS GROUP INC,12497T10,90199
20060928,C B R E REALTY FINANCE INC,12498B30,91438
19991217,C BRIDGE INTERNET SOLUTIONS INC,12500B10,87479
19991001,C C B T FINANCIAL COS INC,12500Q10,86351
19810302,C COR NET CORP,12501010,20125
20040809,C COR INC,12501010,20125
19940421,C CUBE MICROSYSTEMS INC,12501510,80441
20100615,C B O E HOLDINGS INC,12503M10,93429
19730921,C D I CORP,12507110,45655
19980210,CDNOW INC,12508510,85808
19990318,CDNOW N2K INC,12508510,85808
19990323,CDNOW INC NEW,12508610,85808
20030618,C D W CORP,12512N10,79157
19970122,CD WAREHOUSE INC,12512W10,84412
20150515,C E B INC,12513410,86720
19980709,C E C ENTERTAINMENT INC,12513710,75432
19870212,C E C INDUSTRIES CORP,12513810,11109
19921001,C E C INDUSTRIES CORP,12513820,11109
19920929,C E C O ENVIRONMENTAL CORP,12514110,11499
19860708,C E M CORP,12516510,10456
19680102,C F & I STEEL CORP,12518510,86239
19950103,C F B BANCORP INC,12519710,79372
19920701,C F BANCORP INC,12520110,77755
19951117,C F C INTERNATIONAL INC,12525210,82558
19980724,C F S BANCORP INC,12525D10,86253
19960618,C F M TECHNOLOGIES INC,12525K10,83637
19930818,CFI PROSERVICES INC,12525N10,79521
19940422,C F X CORP,12525V10,11120
20050811,C F INDUSTRIES HOLDINGS INC,12526910,90829
19991015,C H ENERGY GROUP INC,12541M10,22437
20110721,C I F C CORP,12547R10,90752
20160104,C I F C LLC,12547R10,90752
19820420,C I G N A CORP,12550910,64186
20111109,CIGNA CORP,12550910,64186
19900307,C I I FINANCIAL INC,12551L10,76097
19901001,C I P S C O INC,12553910,24870
19971113,C I T GROUP INC,12557710,85599
20020702,C I T GROUP INC NEW,12558110,89463
20091210,C I T GROUP INC NEW,12558180,93150
19870706,C K FEDERAL S & L ASSN NC,12561210,11488
19880830,C K FEDERAL SAVINGS BANK,12561210,11488
19940622,C K E RESTAURANTS INC,1.26E+14,47133
19950104,C K F BANCORP INC,12561J10,81200
19951215,C K S GROUP INC,12561L10,82679
19990702,CLECO CORP NEW,12561W10,64557
20050329,C K X INC,12562M10,75733
19921030,C M A C INVESTMENT CORP,12566210,78038
19931209,C M C INDUSTRIES INC,12570810,79951
20070713,C M E GROUP INC,12572Q10,89626
19940125,C M G INFORMATION SERVICES INC,12575010,80114
19981221,C M G I INC,12575010,80114
20071101,C M G I INC,12575030,80114
19980901,C M P GROUP INC,12588710,42710
19970725,C M P MEDIA INC,12589110,85171
19870527,C M S ENERGY CORP,12589610,23229
19950721,C M S ENERGY CORP,12589620,81770
19820730,C P I CORP,12590210,20248
19870824,C P B INC,12590310,11628
19861205,C R PLACE INC,12590810,10915
19880412,C P OVERSEAS INC,12591410,43394
19900508,C M S DATA CORPORATION,12591610,76280
19920917,C P I AEROSTRUCTURES INC,12591910,77900
19990623,C P I AEROSTRUCTURES INC,12591930,77900
19940516,C N B FINANCIAL,12592110,80516
19970501,C N E T INC,12594510,83744
19961002,C N BIOSCIENCES INC,12594610,84064
19970821,C T B INTERNATIONAL CORP,12596010,85281
19980312,C S K AUTO CORP,12596510,85900
19980708,C N B T BANCSHARES INC,12597210,85460
20070404,C M S BANCORP INC,12600U10,91956
19690203,C N A FINANCIAL CORP,12611710,47626
19850322,C N B BANCSHARES INC,12612610,86255
19981021,C N B FINANCIAL CORP PA,12612810,86384
19990707,C N B FLORIDA BANCSHARES INC,12612H10,86567
19971001,C N A SURETY CORP,12612L10,11406
19870611,C N S INC,12613610,11411
19960612,C N S BANCORP INC,12613P10,83643
20000302,C N E T NETWORKS INC,12613R10,83744
19981006,C N Y FINANCIAL CORP,12613U10,86385
19980325,C P S SYSTEMS INC,12616210,85901
19960822,C PHONE CORP,12616P10,80803
19950503,C R A MANAGED CARE INC,12617210,81608
20060119,C N X GAS CORP,12618H30,91067
20060428,C P I INTERNATIONAL INC,12618M10,91172
20080620,C P E X PHARMACEUTICALS INC,12620N10,92717
19721214,C R S DESIGN ASSOC INC,12627010,58181
19790124,C R S GROUP INC,12627010,58181
19831028,C R S SIRRINE INC,12627010,58181
19891030,C R S S INC,12627010,58181
19950515,C R W FINANCIAL INC,12627610,81609
19930928,C S B FINANCIAL CORP,12628810,79576
19951026,C S B FINANCIAL GROUP INC,12628910,82479
19870206,C S C INDUSTRIES INC,12631210,11080
19910509,CSF HOLDINGS INC,12633510,23836
19950724,C S I COMPUTER SPECIALISTS INC,12637110,81858
19820129,C S P INC,12638910,20336
19801113,C S X CORP,12640810,62148
20110912,C S R PLC,12640Y20,12962
19991001,C T C COMMUNICATIONS GROUP INC,12641910,86925
19990129,C T COMMUNICATIONS INC,12642640,86743
19930428,C T L CREDIT INC,12643510,79079
20000229,C T HOLDINGS INC,12643Y10,87592
20130502,C S T BRANDS INC,12646R10,13831
19680102,C T S CORP,12650110,28564
19860425,C TEC CORP,12650410,25348
19860428,C TEC CORP,12650420,10195
19801216,C 3 INC,12652010,64725
19900803,C U BANCORP,12652910,11476
19870617,C U C INTERNATIONAL INC,12654510,25487
19960911,CUNO INCORPORATED,12658310,83926
19830316,C V B FINANCIAL CORP,12660010,20395
19930820,C V D FINANCIAL CORP,1.27E+14,79553
19980130,C V F CORP,12660F10,85760
19980925,C V F TECHNOLOGIES CORP,12660F10,85760
20071023,C V R ENERGY,12662P10,92326
20110408,C V R PARTNERS LP,12663310,12644
19900529,C V REIT INC,12664010,56610
19961121,C V S CORP,12665010,17005
20070322,C V S CAREMARK CORP,12665010,17005
20140904,C V S HEALTH CORP,12665010,17005
20141205,C V S L INC,12665T20,15099
19961119,C V THERAPEUTICS INC,12666710,85668
19891103,C X R CORP,12672210,86319
20060202,C A INC,12673P10,25778
19870717,CABARRUS SAVINGS BANK INC NC,12678010,11524
20040625,CABELAS INC,12680430,90200
19890927,CABLE & WIRELESS PLC,12683020,75807
19890724,CABLE CAR BEVERAGE CORP,12684410,10646
19931119,CABLEMAXX INC,12685910,79809
19941223,CABLEMAXX HOLDINGS INC,12685910,79809
19971001,CABLE MICHIGAN INC,12685T10,85362
19860117,CABLEVISION SYSTEMS CORP,12686C10,68857
20010330,CABLEVISION SYSTEMS CORP,12686C84,88919
19890531,CABLETRON SYSTEMS INC,12692010,75625
19931124,CABLE DESIGN TECHNOLOGIES CORP,12692410,79808
19991112,C V C INC,12694510,87382
19980130,CABOT INDUSTRIAL TRUST,12707210,85761
19860117,CABOT MEDICAL CORP,12709510,10010
20000404,CABOT MICROELECTRONICS CORP,12709P10,88152
19830510,CACHE INC,12715010,20504
19930916,CACHE INC,12715030,20504
19790330,CACI INC,12719010,20512
19810302,CACI INC,12719020,20512
19860605,CACI INC,12719030,20512
19861223,CACI INTERNATIONAL INC,12719030,20512
19840911,CADBURY SCHWEPPES PLC,12720930,20539
19840127,CADE INDUSTRIES INC,12738210,20547
19861219,CADEMA CORP,12738610,57198
19880601,CADENCE DESIGN SYSTEMS INC,12738710,11403
20060629,CADENCE FINANCIAL CORP,12738A10,87843
20061025,CADENCE PHARMACEUTICALS INC,12738T10,91495
19840702,CADMUS COMMUNICATIONS CORP,12758710,20571
19891019,CAERE CORP,12764610,75873
20120208,CAESARS ENTERTAINMENT CORP,12768610,13267
20040106,CAESARS ENTERTAINMENT INC,12768710,86447
20131119,CAESARS ACQUISITION CO,12768T10,14304
19781121,CAESARS NEW JERSEY INC,12769010,62818
19711220,CAESARS WORLD INC,12769510,49402
19721214,CAGLES INC,12770310,56602
19930511,CAIRN ENERGY U S A INC,12776210,79158
19970701,CAL DIVE INTERNATIONAL INC,12791410,85168
19960102,CAL FED BANCORP INC,12802610,66456
20061214,CAL DIVE INTERNATIONAL INC DE,12802T10,91630
19870612,CALIFORNIA REPUBLIC BANCORP INC,12803210,11417
20041028,CALAMOS ASSET MANAGEMENT INC,12811R10,90404
20040804,CALAMP CORP,12812610,20670
19960403,CALENERGY INC,12946610,11170
19831223,CALFED INC,12958310,66456
19860708,CALGENE INC,12959810,10462
19870602,CALGON CARBON CORP,12960310,11378
19960102,CALIBER SYSTEM INC,12989410,59432
19991007,CALICO COMMERCE INC,12989710,87309
19910701,CALIFORNIA BANCSHARES INC,12990410,75613
19930706,CALIFORNIA CULINARY ACADEMY INC,12990510,79373
19980529,CALIFORNIA COASTAL CMNITS INC,12991510,75435
19990701,CALIFORNIA COASTAL CMNITS INC,12991520,75435
19960314,CALIFORNIA COMMUNITY BANCSHRS CP,13013810,83243
19870312,CALIFORNIA ENERGY CO INC,13019010,11170
19880601,CALIFORNIA FINANCIAL HOLDING CO,13021910,92129
19960730,CALIFORNIA INDEPENDENT BANCORP,13033410,83741
19861024,CALIFORNIA MICRO DEVICES CORP,13043910,10785
20000802,CALIFORNIA PIZZA KITCHEN INC,13054D10,88510
19881209,CALIFORNIA STATE BANK COVINA,13063010,12137
19980102,CALIFORNIA WATER SERVICE GROUP,13078810,20750
20040123,CALIPER LIFE SCIENCES INC,13087210,87478
19991215,CALIPER TECHNOLOGIES CORP,13087610,87478
20100324,CALIX INC,13100M50,93272
19920228,CALLAWAY GOLF CO,13119310,77366
20031120,CALLIDUS SOFTWARE INC,1.31E+54,89905
19840627,CALMAT CO,13127110,51414
20041025,CALLISTO PHARMACEUTICALS INC NEW,1312EM10,90372
19800520,CALNETICS CORP,13133010,20803
19960920,CALPINE CORP,13134710,83981
20080207,CALPINE CORP,13134730,92530
19711123,CALPROP CORP,13135210,64880
19850211,CALTON INC,13137930,67184
19860613,CALTON INC NEW,13138010,69235
19930629,CALTON INC NEW,13138020,79327
20000601,CALTON INC NEW,13138050,79327
19920220,CALUMET BANCORP,13138610,77350
19810608,CALUMET INDUSTRIES INC,13142910,20854
19870902,CAM DATA SYSTEMS INC,13173010,11656
19950726,CAM DESIGNS INC,13173310,81856
19860625,CAM NET COMM NETWORKS INC,13173M10,78595
20000420,CAM COMM SOLUTIONS INC,13191610,11656
19870922,CAMBREX CORP,13201110,11707
19831219,CAMBRIAN SYSTEMS INC,13213310,20910
19830331,CAMBRIDGE BIO SCIENCE CORP,13215710,20918
19900910,CAMBRIDGE BIOTECH CORP,13215810,20918
19910606,CAMBRIDGE NEUROSCIENCE RSCH INC,13242610,76692
19910808,CAMBRIDGE NEUROSCIENCE INC,13242610,76692
19940414,CAMBRIDGE SOUNDWORKS INC,13251410,80450
19930519,CAMBRIDGE TECHNOLOGY PRTNRS INC,13252410,79075
19941230,CAMCO FINANCIAL CORP,13261810,81148
19931210,CAMCO INTERNATIONAL INC,13263210,80074
19971007,CAMDEN NATIONAL CORP,13303410,85418
19930722,CAMDEN PROPERTY TRUST,13313110,79452
19890707,CAMELOT CORP,13322110,18711
19901016,CAMELOT CORP,13322120,18711
19970715,CAMELOT CORP,13322130,18711
19860603,CAMERA PLATFORMS INTL INC,13325510,10316
19940329,CAMERON ASHLEY INC,13329010,80317
19951121,CAMERON ASHLEY BLDG PRODS INC,13329010,80317
19950403,CAMERON FINANCIAL CORP DEL,13342510,81549
20060508,CAMERON INTERNATIONAL CORP,13342B10,81857
19911002,CAMI Z INC,13367520,77209
20000128,CAMINUS CORP,13376610,87559
20101014,CAMPUS CREST COMMUNITIES INC,13466Y10,12323
20001026,CANAAN ENERGY CORP,13474310,88732
19971113,CANADIAN IMPERIAL BANK COMMERCE,13606910,85636
19961202,CANADIAN NATIONAL RAILWAY CO,13637510,84181
20011003,CANADIAN PACIFIC RAILWAY LTD,13645T10,89125
19860616,CANDELA LASER CORP,13690710,10371
19951213,CANDELA CORP,13690710,10371
19880913,CANCER TREATMENT HOLDINGS INC,13738910,12138
19890901,CANCER TREATMENT HOLDINGS INC,13738930,12138
20130814,CANCER GENETICS INC,13739U10,14094
19930224,CANDIES INC,13740910,76215
19870324,CANDLEWOOD BANK AND TRUST CO CT,13741810,75536
19910809,CANDYS TORTILLA FACTORY INC,13749310,76902
19960528,CANISCO RESOURCES INC,13758710,58641
19870226,CANNON EXPRESS INC,13769410,11139
19930127,CANNON EXPRESS INC,13769420,78848
19891221,CANNON PICTURES INC,13775710,77650
20050505,CANO PETROLEUM INC,13780110,90678
19890418,CANTEL INDUSTRIES INC,13809810,22825
20000407,CANTEL MEDICAL CORP,13809810,22825
19860207,CANYON RESOURCES CORP,13886910,10042
20000324,CANYON RESOURCES CORP,13886930,10042
20020314,CAP ROCK ENERGY CORP,13910R10,89328
19940811,CAPCO AUTOMOTIVE PRODUCTS CORP,13916810,80594
20080201,CAPE BANCORP INC,13920910,92555
19780215,CAPE COD BK & TR CO HYANNIS,13933910,86351
19970203,CAPITAL CITY BANK GROUP,13967410,84516
19870226,CAPITAL ASSOCIATES INC,13973010,11136
19951103,CAPITAL ASSOCIATES INC,13973020,11136
19980213,CAPITAL AUTOMOTIVE REIT SBI,13973310,85806
19990401,CAPITAL BANK CORP NEW,13979310,85680
20120920,CAPITAL BANK FINANCIAL CORP,13979410,13594
19850625,CAPITAL CITIES ABC INC,13985910,30330
19960711,CAPITAL FACTORS HOLDING INC,13990510,83737
19960118,CAPITAL CORP OF THE WEST,14006510,82813
20050418,CAPITAL CORP OF THE WEST,14006520,82813
19990902,CAPITAL CROSSING BANK,14007110,83356
19710830,CAPITAL HOLDING CORP,14018610,53081
19930930,CAPITAL GUARANTY CORP,14018K10,79669
20100202,CAPITAL GOLD CORP,14018Y20,93238
20040319,CAPITAL LEASE FUNDING INC,14028810,90064
20070802,CAPLEASE INC,14028810,90064
19941116,CAPITAL ONE FINANCIAL CORP,14040H10,81055
19920409,CAPITAL RE CORP,14043210,77544
19931229,CAPITAL SAVINGS BANCORP INC,14045910,79946
19971031,CAPITAL SENIOR LIVING CORP,14047510,85419
20071212,CAPITOL ACQUISITION CORP,1.41E+14,92474
19921218,CAPITOL AMERICAN FINANCIAL CORP,14055J10,78795
20030807,CAPITALSOURCE INC,14055X10,89805
20051213,CAPITALSOUTH BANCORP,14056A10,91016
19891122,CAPITOL BANCORP LTD,14056D10,76037
19721214,CAPITOL TRANSAMERICA CORP,14064010,21291
19951214,CAPMAC HOLDINGS INC,14064910,82770
19980828,CAPROCK COMMUNICATIONS CORP,14066710,86318
19971112,CAPRIUS INC,14066K10,11122
19940624,CAPSTONE CAPITAL TRUST INC,14066R10,80677
19930616,CAPSURE HOLDINGS CORP,14067310,11406
19891107,CAPSTEAD MORTGAGE CORP,1.41E+14,68021
20000509,CAPSTEAD MORTGAGE CORP,1.41E+44,68021
20010702,CAPSTEAD MORTGAGE CORP,1.41E+54,68021
19980527,CAPSTAR BROADCASTING CORP,14067G10,86010
20000504,CAPSULE COMMUNICATIONS INC,14068D10,80163
20010409,CAPTARIS INC,14071N10,81142
19971114,CAPTEC NET LEASE REALTY INC,14072410,85537
20020801,CAPTIVA SOFTWARE CORP,14073T10,79577
19900228,CAPUCINOS INC,14074H10,76318
19940511,CARACO PHARMACEUTICAL LABS LTD,14075T10,80585
19921001,CARAUSTAR INDUSTRIES INC,14090910,77967
19960820,CAPSTAR HOTEL CO,14091810,83818
19980921,CAPITAL TITLE GROUP INC,14091910,86354
20000225,CARBON ENERGY CORP,14110610,87578
20110811,CARBONITE INC,14133710,12960
20150409,CARBYLAN THERAPEUTICS INC,14138410,15285
19960613,CARDIAC PATHWAYS CORP,14140810,83645
19990728,CARDIAC PATHWAYS CORP,14140830,83645
19870611,CARDIAC CONTROL SYS INC,14140H10,75547
20000914,CARDIAC SCIENCE INC,14141020,88625
20050901,CARDIAC SCIENCE CORP,14141A10,90898
19931207,CARDINAL BANCSHARES INC,14147710,79947
19830804,CARDINAL DISTRIBUTION INC,14148710,21371
19980717,CARDINAL FINANCIAL CORP,14149F10,86250
19890901,CARDINAL FINANCIAL GROUP INC,14149N10,11251
19940214,CARDINAL HEALTH INC,14149Y10,21371
19950309,CARDINAL REALTY SERVICES INC,14153810,81310
19890329,CARDINAL TECHNOLOGIES INC,14155110,75735
19970616,CARDIODYNAMICS INTL CORP,14159710,84839
20080509,CARDIODYNAMICS INTL CORP,14159730,84839
19960522,CARDIOGENESIS CORP,14159K10,83490
20080319,CARDIONET INC,14159L10,92587
19951211,CARDIOTRONICS SYSTEMS INC,14160140,82677
19960612,CARDIOTECH INTERNATIONAL INC,14160C10,83592
19920519,CARDIOVASCULAR IMAGING SYS INC,14160M10,77616
19830506,CARE ENTERPRISES,14164910,66843
19850926,CARE ENTERPRISES,14164920,67846
19910204,CARE ENTERPRISES INC,14164930,76854
20070622,CARE INVESTMENT TRUST INC,14165710,92111
19840105,CARE PLUS INC,14165910,21486
19871013,CARE PLUS INC,14165930,21486
19980129,CAREER EDUCATION CORP,14166510,85724
20010131,CARECENTRIC INC,14166Y10,85207
19940324,CAREER HORIZONS INC,14167210,80311
19990512,CAREERBUILDER INC,14168410,86883
19850221,CAREERCOM CORP,14168610,56303
19940623,CAREERSTAFF UNLIMITED INC,14169310,80664
19931220,CARELINE INC,14170210,79957
19921201,CAREMARK INTERNATIONAL INC,14170410,78785
19990920,CAREMARK RX INC,14170510,81262
19990616,CAREINSITE INC,14170M10,86955
20090901,CAREFUSION CORP,14170T10,92988
19910326,CARENETWORK INC,14172510,76588
20000629,CARESCIENCE INC,14172610,88328
19980121,CAREY DIVERSIFIED L L C,14174P10,85763
19970528,CAREY INTERNATIONAL INC,14175010,84796
19860214,CARDINAL INDUSTRIES INC,14190010,10053
19951103,CARDIOMETRICS INC,14190610,82559
19960418,CARDIOTHORACIC SYSTEMS INC,14190710,83368
20050929,CARIBOU COFFEE CO INC,14204220,90896
19980803,CARLETON CORPORATION,14220910,49083
19980916,CARLETON CORPORATION,14220920,49083
